Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,Comments
1,,,-15.378,0.0469,0.973242271,0.908,0.001191016,0.0542,100.848,140733,35353948,510078,385301938,11222
0,0.005735339,9,-16.834,0.0422,0.964430272,0.866,0.000549353,0.179,177.694,158667,,167718,88705927,2777
1,0.179406144,9,-8.917,0.0405,,0.275,0.001601613,0.855,192.07,135907,858543,11153,49206484,
5,0.056623104,7,-7.193,,0.794022776,,0.085184,0.766,99.967,95093,604200,13054,27753599,78
7,0.038958219,7,-8.123,0.0325,0.525557943,,0.000513922,0.952,100.081,183467,900465,6458,33435375,2
0,0.037595375,9,-8.681,0.0314,0.618470208,0.131,0.001601613,0.254,64.078,120333,858543,,31844186,241
2,0.059319,9,-9.544,0.0275,0.351895816,0.000684,0.002571353,0.0718,105.981,,472848,3226,,0
3,0.000174677,10,-16.409,0.0536,0.973242271,,0.000527514,0.214,138.327,267733,609834,4648,26957094,11
2,0.000111285,3,-27.086,,0.976191488,0.907,0.001157625,0.194,60.994,,132687,1477,,6
1,,7,-8.806,0.0318,0.00057593,0.00142,0.001331,0.669,124.966,,517712,7226,211266445,366
0,0.052734375,,,0.046,0.000506262,0.013,0.002924207,0.116,,192773,5258552,95024,119067626,565
7,,,-10.767,0.0326,0.002406104,0.0903,,0.815,124.95,354240,14613,431,60991826,53
1,0.047045881,5,-14.061,0.0351,0.080062991,0.000174,0.000472729,,120,247733,,407,41437357,29
2,0.403583419,9,-7.265,0.0316,,0.08,0.00085467,0.417,128.918,248360,,40982,,190
7,0.081746504,2,,0.0495,0.005000211,0.339,,0.936,101.227,,131680,1162,2560219,27
2,0.281011375,,-7.85,0.0262,1.06E-06,0.723,0.053582633,0.367,115.285,,2619158,24966,18638244,420
0,0.067419143,4,-8.506,0.0371,3.50E-05,0.00246,0.000531441,0.519,172.595,289813,1972529,24059,27671988,219
7,0.111980168,10,-11.849,0.0572,0.118370771,0.31,0.000644973,0.626,88.054,311880,9113803,74905,30556831,3571
9,0.048228544,2,-12.326,0.0983,0.010360232,0.0263,0.001030301,0.675,86.004,,717795,12069,19505317,299
0,4.74E-05,0,-22.519,0,0.982107784,0.94,0.000879218,0,0,151507,185634,1796,11902123,20
0,0.001953125,,-25.418,0.0448,0.967361669,0.896,0.001030301,,134.015,139307,1077898,14208,65735816,443
0,2.49E-05,8,-26.804,,0.961504803,,0.001124864,0.0338,136.732,293147,3220290,31401,30172189,
0,0.009393931,0,-22.838,0.0385,0.946966168,0.932,0.003048625,0.645,,294467,,,33729624,
0,0.000118371,9,-27.704,0.0418,,0.948,0.001259712,0.105,132.837,206373,509410,,46296543,214
1,,1,-22.209,0.0697,0.961504803,0.897,,0.0535,133.167,261309,,1998,3066622,215
0,0.000170954,7,-25.695,0.0395,0.982107784,0.906,0.001771561,0.566,70.515,140040,107031,1882,13218026,165
0,6.35E-08,1,-35.638,0.0405,0.955671625,0.922,0.001367631,0.0779,74.253,259573,86169,650,14091380,10
0,3.16E-05,,-26.953,,0.976191488,,0.001560896,0.0647,69.11,335360,102601,729,,12
2,1.12E-06,2,-26.764,0.0622,0.988047936,0.949,,0.133,114.76,327080,93471,748,34962333,5
2,0.367061696,4,-5.025,0.0431,0.034645976,0,0.286191179,0.901,,175173,98701312,724659,252283995,20347
4,0.686128968,9,-11.225,0.0538,0.000607645,1.08E-06,0.007077888,,117.932,246800,98701312,724659,126358437,20347
0,0.924010424,6,-4.055,0.194,7.08E-09,0.0139,0.000203297,0.824,,169187,98701312,724659,86238437,
8,0.183250432,4,-6.963,0.0538,2.73E-05,0.0092,0.004826809,0.478,113.941,188200,98701312,724659,33587742,
0,0.460099648,0,-5.201,0.0385,0.000217082,0.00045,0.000373248,0.607,166.741,197493,98701312,,20384725,
3,0.584277056,10,-3.159,0.0867,1.51E-05,0.000221,0.004019679,0.726,127.667,226520,98701312,,,20347
2,0.794022776,10,-6.139,0.0525,0.011390625,4.80E-05,0.000187149,0.401,,155747,98701312,724659,6962103,20347
6,0.551368,8,-6.003,0.0326,3.22E-11,0.0221,0.000405224,0.411,129.476,232068,98701312,724659,1991645,20347
5,,2,-9.954,0.054,0.000275894,2.83E-05,,0.661,137.127,197760,98701312,724659,6074775,20347
0,0.174676879,,-5.126,0.0292,0.148035889,1.59E-06,0.011852352,0.532,171.79,207320,98701312,724659,2114958,
4,0.095443993,4,-8.673,0.0303,0.229220928,,0.001,,117.989,266667,150264939,,125735400,15410
3,0.189119224,0,,0.0468,0.066923416,,0.001953125,0.339,132.836,310867,299996,,133899185,97
6,0.445943744,,-6.508,0.026,0.004657463,0,0.012977875,0.709,100.018,285611,73742662,,42652491,34648
3,0.146363183,7,-7.998,,0.105823817,0,0.001601613,0.457,105.413,273293,42647804,,,7937
3,0.272097792,9,-5.632,0.0299,6.18E-07,,0.000756058,0.603,111.027,222320,2789912,38684,,287
2,0.187149248,2,-5.109,0.027,,0,0.002248091,0.321,78.423,,3760395,65573,47280638,1238
1,0.101847563,0,-6.306,0.0459,,0,,0.238,132.944,310987,23591348,175854,24079522,4633
6,0.331373888,7,,0.0341,,0,0.024389,0.621,134.954,249360,9658367,41646,20868526,1923
1,,2,,0.0524,0.033698267,0,,0.325,157.083,237663,3760395,65573,,1238
4,0.405224,4,-8.052,0.0294,0.001953125,0,0.002744,,124.043,241227,9173445,47683,14800115,2508
9,0.596947688,,-5.233,0.105,0.023149125,,0.021253933,0.757,94.946,186507,,42658,180454362,524
9,0.741217625,6,,0.0588,0.002685619,1.01E-05,0.011852352,0.843,95.018,175533,71986,1206,44151750,15
8,0.452984832,2,-4.959,0.0742,0.005832,0,0.000500566,0.574,94.243,,5917081,89072,44521149,
9,0.393832837,,-6.037,0.0581,,,0.045499293,0.394,,174028,13568781,453683,46824798,25690
8,0.614125,10,,0.0558,0.037259704,,,0.586,94.991,253893,15875441,121482,31600119,
9,,7,-4.571,,0.113379904,3.59E-05,0.00057801,0.682,121.947,241347,1037312,,,
0,0.122763473,0,-7.32,0.0562,0.139798359,0,0.766060875,,81.929,238800,3413969,21062,9798126,890
9,0.456533,5,-4.765,0.0752,0.016387064,,0.004913,0.557,90.995,229415,132372,3328,411975,302
5,0.553387661,9,-5.868,0.0334,0.015813251,0,,0.384,94.983,242390,502167489,2200365,292395549,70817
8,0.766060875,7,-3.158,0.0506,0.00052166,,0.000625026,0.598,113.286,203360,8877499,105704,244331008,1621
5,0.416832723,10,-6.547,0.0345,,,0.036594368,0.396,94.91,208170,60808785,,37653527,13208
9,0.651714363,3,,0.0682,,0,0.000278445,0.849,92.018,,60481604,263547,25167226,6206
6,0.317214568,2,-5.965,0.0361,0.000371695,0.00146,,0.486,94.987,194429,,13642,6355969,622
5,,0,-3.09,0.0961,0.134217728,3.84E-06,0.034328125,0.902,186.191,209685,,203311,10067505,5619
9,0.683797841,,-4.162,0.0475,1.88E-05,2.99E-05,0.000307547,0.8,113.329,135520,50757,,2180513,21
9,0.582182875,9,-6.767,0.0973,,0.53,,,113.456,157640,,23636,2795939,2177
7,0.442450728,7,-6.411,0.0411,,0,0.002248091,0.4,91.977,201509,,7111,3183577,
7,0.814780504,7,-3.212,0.0497,,0.0742,0.029791,0.934,120.025,226743,232308,2206,1327463,4
5,0.463684824,6,-6.004,0.0349,0.034328125,1.52E-06,,0.702,129.951,275373,91142067,656005,114658059,
5,0.426957777,7,-5.002,0.119,0.020123648,,0.000357911,0.424,,311347,,2002,61921081,175
1,0.428661064,5,-4.946,0.0294,0.000106496,0,,0.482,76.94,219715,39001874,162636,44389133,6076
3,0.344472101,0,-3.436,0.029,0.013481272,0,0.006229504,0.324,133.854,,29408041,223261,92037119,5325
5,0.353393243,10,,0.0692,0.024389,0,0.034328125,0.638,165.98,,54277803,112720,,2944
4,0.114084125,8,-7.249,0.0309,,1.57E-06,0.003652264,0.501,147.855,236867,,138848,73666671,6084
3,0.567663552,8,,0.0384,0.256047875,0,0.000274625,0.669,149.965,178133,,,34811932,2950
7,0.390617891,0,-7.368,0.029,0.062570773,0.000399,0.131872229,0.978,115.018,,10329701,44942,,
4,0.088716536,,-6.897,,0.406869021,0,0.005929741,0.145,129.957,,21797731,116256,25405540,
8,0.385828352,10,-6.63,0.0427,3.72E-06,0.000862,0.000768575,0.926,,300693,14528324,70883,26559573,3924
3,0.531441,1,-5.791,0.0558,3.87E-06,6.53E-06,0.002197,0.11,126.052,214912,171599304,1146218,560385824,24903
5,0.563559976,7,-5.766,,3.70E-07,,0.251239591,0.774,123.986,197648,114848881,640024,172112148,11780
8,,9,-4.851,0.0706,9.11E-08,0.477,0.000876467,0.647,126.997,222072,8213352,44471,1018474,5027
4,0.801765089,0,-3.698,0.0615,,,0.000275894,0.682,123.958,,958623,7026,,270
3,0.854670349,8,-6.906,0.043,6.26E-08,0.42,,0.108,126.032,163640,15554,453,570451,21
5,0.909853209,4,-2.017,0.104,,0.57,0.000332813,0.194,125.016,126720,430380,3968,12987932,109
4,,6,-5.262,0.0655,7.69E-07,0,0.256047875,,125.056,222240,592304,7311,32610308,261
4,0.603351125,10,-5.286,,2.46E-07,0.144,0.001860867,0.216,124.002,198043,174817,2110,11683746,59
5,,0,-5.122,0.0288,0.000263375,0.34,0.001442897,0.193,125,207360,,33,5959330,2
4,,,-3.573,,,0.0159,0.008489664,0.188,,155963,316492,3563,14396796,29
8,,7,-8.23,0.0505,2.41E-06,8.61E-06,,0.721,137.999,264467,327085,5920,1172935,567
2,0.111284641,9,-5.131,0.0262,0.058863869,1.87E-05,0.001225043,0.135,89.856,265500,867275,15541,1556886,864
4,,6,-6.749,0.17,0.000360944,0,0.178453547,0.599,145.776,200359,3264345,29894,897178,1706
8,0.114791256,7,-8.484,0.0396,4.13E-07,0.000232,0.00025124,0.801,138.023,216000,327085,,214333,567
6,0.175616,,,0.0743,0.002924207,2.11E-05,,,109.994,214667,107124,2204,173249,
8,0.128787625,10,-6.516,,8.52E-08,,,0.658,94.964,,55783,693,111024,69
4,0.062570773,9,-9.153,0.029,0.003869893,3.32E-06,0.000313047,,133.803,275667,50319,553,79473,59
3,0.472729139,9,-4.421,,1.99E-05,0,0.026198073,0.42,83.938,204520,165608196,,,
0,0.833237621,,-16.083,,0.537367797,0.988,0.005639752,1.00E-05,,96872,28534997,163634,168277622,6499
0,0.985074875,3,-24.27,0.0438,0.461889917,0.989,0.904231063,1.00E-05,,119000,11363988,76227,26550234,2574
0,1.60E-11,9,-17.746,0,8.52E-07,0.877,0.523606616,0,0,93452,328,1,,0
0,0.967361669,1,-17.595,0.109,0.002460375,0.000561,0.103823,,118.485,56152,,76227,45120628,
0,0.952763904,3,-19.366,0.0584,0.584277056,0.986,,1.00E-05,80.756,143250,28534997,163634,11578423,6499
0,0.043614208,3,-15.778,,,,0.025412184,0.0185,173.517,,332960,1616,6090558,63
0,0.979146657,8,-18.613,0.0487,0.796597983,0.96,0.122763473,,79.928,,,1995,3766217,
0,0.988047936,2,-14.608,0.0609,0.105823817,0.969,0.633839779,1.00E-05,112.953,160500,28534997,163634,8072713,
0,0.291434247,9,-27.07,0.0836,,0.592,0.421875,,94.197,231993,7340189,50186,2595488,2131
0,0.985074875,3,-24.27,0.0438,0.461889917,0.989,0.904231063,1.00E-05,48.19,119000,2292580,32520,26550234,924
0,1.60E-11,,-17.746,0,8.52E-07,0.877,0.523606616,0,0,93452,,1,54256600,0
0,0.952763904,3,-19.366,0.0584,,,0.849278123,1.00E-05,80.756,143250,28534997,163634,11578423,6499
0,0.985074875,1,-17.379,0.0612,0.809557568,0.562,0.029791,,84.788,4120258,,163634,54946119,6499
0,0.988047936,2,-14.608,0.0609,0.105823817,0.969,0.633839779,,112.953,160500,,,,6499
0,0.114791256,,-22.917,0.074,0.000498677,0.993,0.002000376,0.0185,91.042,91000,181167,2213,5789176,55
1,,7,-5.949,0.0368,0.341532099,,,0.524,77.17,222501,268316692,,157346160,36236
5,0.288804781,0,-5.689,0.0514,,0,0.00048189,0.222,80.009,201689,701829307,5724745,79032405,154438
7,0.155720872,1,-6.625,0.0485,0.279726264,0,,0.516,92.023,165109,160263519,2285367,26187628,46029
8,0.124251499,9,-5.881,0.0345,0.093576664,0,0.002924207,,92.055,156614,,1164267,34928088,16652
2,,10,-6.899,0.0397,0.440711081,0,0.001520875,0.471,79.993,221044,33622757,655435,12478646,14964
5,0.314432,7,,,0.115501303,1.89E-05,0.030959144,0.43,85.031,201085,932642,27771,1670944,629
8,0.304821217,,-4.842,0.0377,,,0.000433798,,,203807,,593913,7519586,12866
2,0.230346397,10,-7.569,,0.000569723,,0.000246492,0.635,,176200,52553907,671466,5700075,26738
3,0.124251499,5,-7.889,0.0412,0.541343375,0,0.001520875,0.383,87.954,223784,24539891,750208,5143059,36084
6,0.295408296,0,,0.0542,2.34E-05,0,,,80.006,229538,127612197,861889,4455737,19429
0,0.531441,2,-9.339,0.0521,0.019683,0.0445,0.001124864,0.547,,102267,3259948,12743,46787908,1679
0,,0,-9.607,0.0513,0.151419437,0.0208,0.003375,,91.186,117080,8501101,55099,66902959,
0,0.838561807,,-7.746,0.121,0.406869021,0.414,0.005639752,0.15,182.381,128427,58497,1066,40386006,57
1,0.751089429,1,,0.0829,1.20E-11,0,0.000814781,0.262,129.801,208103,61644,801,35687420,35
0,0.663054848,10,-6.108,0.142,8.49E-12,0.00509,0.000716917,0.412,147.014,199944,6766139,53907,26756287,2262
2,0.973242271,10,-4.718,,2.49E-08,,0.002197,0.167,,,64690553,375818,39811181,15847
0,0.731432701,2,-6.998,0.0422,5.64E-09,,0.035611289,,87.472,91013,1843,58,11395581,2
1,0.841232384,0,-9.296,,0.000214922,0.74,0.001030301,0.323,151.261,121573,,32301,12450113,392
0,0.758550528,0,-11.219,0.164,0.001295029,0.0973,,0.273,170.842,,2536314,26138,15389462,
1,0.618470208,2,-10.821,0.0446,0.075151448,2.68E-06,,0.344,113.616,,2222546,,15287225,655
3,0.151419437,10,-7.11,0.0305,0.320013504,0,0.028652616,0.224,131.745,288427,11631736,124702,342900434,6521
5,,10,-7.974,,0.027818127,0.0421,,0.758,102.733,356347,,323989,,10275
7,0.068417929,9,,0.028,,0,0.002097152,,,243773,8202286,50990,37959762,
1,0.171879616,0,-5.839,0.0356,0.145531576,0,,,141.63,136721,,,8057545,443
5,,,-8.516,0.0414,0.085184,,0.012649337,0.908,102.881,269667,2027,62,27546216,2
5,0.067419143,4,-9.72,,0.410172407,0,0.00048189,0.268,119.354,324067,5038034,84544,32872734,4131
0,0.010648,,-10.502,,0.669921875,0.000254,0.001860867,0.234,141.017,272085,102418,1196,16531424,11
1,0.150568768,1,,0.0446,0.107171875,2.44E-05,0.007301384,,161.896,233053,12420892,106103,15115429,2364
3,,,-9.21,0.0374,,0.000191,0.001481544,0.228,96.101,,16482950,81507,20648951,3111
4,0.584277056,7,,0.0595,3.42E-07,3.41E-06,0.000324243,0.631,,254773,,,26079279,842
8,,5,-5.109,0.0313,,2.92E-05,0.000912673,0.962,118.773,234333,13099675,100171,333209828,4357
5,0.472729139,9,-11.089,0.0325,1.56E-08,0.000347,0.002685619,0.963,140.873,245467,13099675,100171,94002427,
6,,4,-11.402,0.026,0.000665339,1.66E-05,6.89E-05,0.628,120.717,269573,13099675,100171,71691772,4357
3,0.257259456,10,-10.948,,0.000197137,0,0.015438249,,114.061,209000,13099675,100171,39398952,4357
0,0.296740963,7,-7.407,0.0356,0.009129329,1.50E-06,0.031855013,0.844,108.177,233160,13099675,100171,28638899,4357
5,0.523606616,2,,0.0324,3.66E-08,1.40E-05,0.000958585,0.944,122.041,253253,,100171,21979992,4357
5,0.721734273,2,-4.92,0.0541,0.000485588,6.40E-06,0.058863869,,110.289,211840,13099675,100171,18487634,4357
7,0.582182875,7,,0.04,3.01E-05,,0.000360944,0.836,,,13099675,100171,34045730,4357
4,0.432081216,10,-8.82,,,,0.010941048,0.956,143.301,304920,13099675,,29641333,4357
5,0.638277381,,-7.87,,0.000746143,0.000206,0.035611289,0.709,110.292,285800,13099675,100171,9134614,
0,0.515849608,,,0.0418,0.000438976,0.00908,0.000791453,0.101,152.734,213373,651260,9461,59844891,
3,,,,,3.44E-06,0.00116,0.001560896,0.382,153.822,223667,863825,5762,,317
3,0.127263527,1,-12.58,0.0305,2.92E-09,0.187,,0.395,95.734,273507,1483940,69246,2443275,1
9,0.005639752,,,0.0619,,0.459,,0.317,135.335,,209594,5103,14517768,1
5,0.672221376,,-6.074,0.0577,0.002000376,0.779,0.049836032,0.965,156.67,195680,605812,,5083142,113
0,0.001442897,2,-22.474,0.0442,0.000425259,0.225,0.086350888,0.48,83.789,57760,,74,557711,
1,,9,-6.97,0.0316,0.143055667,,0.001092727,0.0871,,,278604,3976,,135
9,0.327082769,4,,0.0422,0.256047875,0.799,,0.982,102.1,92693,2224661,,,
4,0.533411731,9,-8.012,0.0286,0.000100545,0.593,0.445943744,0.327,,290160,422262,3747,857086,85
9,,5,,0.0352,0.222545016,0.774,0.000601212,0.352,135.226,239651,37241,862,4143685,56
1,0.909853209,8,,0.0561,0.000114084,0.664,0.007077888,0.448,173.941,204500,,19357,10258035,607
3,0.494913671,0,-3.643,0.0427,2.59E-05,0.105,,0.0422,174.01,242750,519764,8747,,243
2,0.835896888,5,,0.0464,,0.435,0.251239591,0.303,173.97,,20566454,160050,,2077
2,0.743677416,8,-1.167,0.0651,0.002352637,0.0187,0.032461759,0.504,173.898,215172,25624270,,72326395,2076
1,0.868250664,8,-2.289,0.061,0.001404928,0.287,0.045499293,,173.884,176500,15802,465,888348,53
2,0.653972032,5,-5.307,0.0412,8.87E-05,1.30E-06,0.256047875,0.514,173.96,,25392832,133388,64296487,5610
4,0.932574833,7,,0.0687,3.49E-07,0.827,0.197137368,0.108,,194483,1801413,25329,6047209,439
2,0.958585256,5,,0.062,0.001643032,0.684,0.010503459,0.241,173.983,256000,1042170,16584,14126273,329
1,,1,-4.923,0.0327,2.74E-06,,0.000456533,0.0361,86.979,237787,343000,,5273428,42
1,,5,-3.88,0.0509,0.000103823,,0.021717639,0.141,173.994,,6583039,,23323246,629
0,0.658503,5,-4.246,0.0652,7.41E-12,0.192,0.002352637,0.297,169.906,441402,8099621,181905,12485722,11492
3,0.025412184,0,-13.181,0.0337,0.002985984,,0.001259712,0.145,115.294,342067,10227686,74723,,
6,0.037595375,,-10.479,,0.081182737,0.000189,0.010503459,0.749,174.062,182427,5520955,36088,20697168,1153
2,0.043614208,2,-14.362,0.0276,0.083453453,5.84E-05,0.025153757,0.358,143.685,292693,8035852,74503,14131429,4825
0,0.277167808,6,-3.838,0.0312,1.23E-09,2.48E-06,,0.204,,266428,505537,,1593037,668
5,,2,-8.144,,9.73E-05,,0.000360944,0.971,100.792,245600,460096,5971,2334703,174
1,0.611960049,7,-7.711,0.0531,0.001061208,0.889,0.002803221,0.904,,298667,875961,13289,3523639,391
6,0.212776173,9,-9.128,0.0493,0.105154048,0.562,0.000551368,0.785,83.037,271027,2789861,,1801839,2041
3,0.347428927,0,-8.345,,0.000250047,0.614,0.00017188,0.93,96.55,354427,395755,3555,,274
4,0.480048687,,-9.314,0.0348,3.73E-05,0.779,0.001092727,0.917,96.941,168067,311178,3502,1191801,
2,,,-3.318,0.0488,3.02E-10,0.000803,,0.332,140.055,238400,88558010,564158,191892161,15099
1,0.616295051,10,-3.617,,2.22E-11,0.00483,0.00026709,0.293,92.079,252360,39492973,252344,88970580,
2,0.629422793,5,-4.582,0.0511,1.95E-15,0.0954,0.114791256,0.669,92.028,218560,16212094,,61066933,
1,0.681472,4,-4.55,0.0717,,,0.008489664,,95.023,223173,16767806,100086,36249819,4523
2,0.887503681,10,,0.0549,2.18E-10,0.000177,0.020796875,,106.991,199800,5821855,36918,30220885,1368
0,0.398688256,,-3.38,0.0369,6.59E-10,0.00395,0.000257259,0.13,152.158,,7605496,,21386873,1874
0,0.827936019,1,,0.0834,4.49E-13,0.000364,0.052313624,,175.293,223773,21055168,,,
2,0.893056347,3,-3.805,,,0.000424,0.003176523,0.352,124.462,234987,,54528,17988930,3251
9,0.238328,7,-7.463,0.244,0.002685619,,0.00052166,0.404,98.094,204500,27956567,,74436164,7066
4,0.515849608,8,,0.373,,0,0.001092727,0.772,101.803,183893,2730366,,,807
7,0.209584584,,-7.478,0.419,1.66E-05,1.43E-05,0.000857375,0.489,75.395,181773,341427,7104,37253562,138
9,0.508169592,1,,0.0648,0.030664297,,,0.353,100.039,167053,96721542,,29853467,12254
2,0.321419125,8,-6.94,,0.012487168,0,0.003241792,0.78,90.978,227306,37541275,123184,30209454,
2,0.353393243,9,-10.265,0.144,0.086938307,7.02E-06,0.001331,0.356,102.062,232941,3616725,77328,5115928,3006
3,0.258474853,,-6.86,0.315,,0,,0.593,106.499,176733,10362152,75383,5694420,1349
4,0.311665752,1,,0.243,0.023149125,0,0.005088448,0.781,175.682,212727,24792468,134271,11723007,2058
6,0.416832723,9,-4.561,0.0737,0.001404928,1.18E-06,0.001860867,0.451,,157500,1489155,37761,1172480,2191
4,0.202262003,1,-5.19,0.0891,0.046268279,0,0.000838562,,103.062,137476,8668596,118411,1859206,4669
8,,1,-5.298,0.0573,,0.00571,0.000941192,0.859,127.01,178305,6376566,100177,50954243,494
9,,5,-6.998,0.0778,9.67E-11,0.872,0.166375,0.747,,164000,23481,671,585418,23
9,0.510082399,,-4.596,0.0858,5.19E-05,0,0.000926859,0.963,135.115,278093,6376566,100177,1413558,494
5,0.428661064,,-6.886,0.0663,0.00010785,0.45,0.023393656,,,,,944,292551,43
8,0.287496,0,-6.801,0.0575,7.68E-05,0.000631,0.000327083,0.69,124.033,160645,951,41,,7
1,0.515849608,10,-10.047,0.0801,1.38E-05,0.592,0.000569723,0.84,130.824,331413,185010,1467,453814,27
9,0.322828856,10,-6.202,0.0404,0.000119095,0.00127,0.00043552,,134.112,,482582,1502,162740,39
4,0.636056,2,-7.828,0.0355,3.24E-12,0.905,0.026198073,,125,327720,36257,658,253384,37
6,0.827936019,9,-4.959,0.0401,0.016003008,0,,0.9,127.971,256158,7010,48,104357,1
7,,2,-13.478,0.0385,0.179406144,0,0.000616295,0.789,114.179,184947,782820,6701,171334435,
7,0.367061696,2,-13.303,,0.003652264,2.49E-05,0.047832147,0.926,141.367,233667,399864,1835,61630445,171
6,0.478211768,1,-7.162,0.062,0.016777216,0,0.001685159,0.138,125.31,,2399277,16950,,764
9,0.267089984,3,-13.961,0.0669,0.005088448,0,0.000531441,,142.677,176133,24369,297,48477075,21
3,0.674526133,0,-4.946,0.0455,0.000250047,0,,0.775,76.857,174600,367110,,,77
8,0.907039232,10,-5.865,0.0833,0.020123648,,0.003723875,0.858,135.726,234747,2803,46,51611106,5
8,0.131096512,1,-13.501,0.0438,0.081182737,0.000297,0.000644973,0.947,143.778,,439127,3152,,138
3,0.485587656,,-4.858,0.0694,0.001815848,0,0.001225043,0.747,74.643,255227,37383,436,17295678,
4,0.147197952,8,-15.074,0.0452,,0.0027,0.043986977,0.539,73.432,201667,14739,157,,16
9,,10,-13.203,0.0392,0.066430125,1.54E-05,0.000406869,0.96,132.839,,138,2,8230091,0
2,,9,-8.414,0.0365,0.005451776,0,0.030371328,0.669,162.158,190800,41662517,229741,136832267,11313
7,,9,,0.0286,0.013312053,0,0.000328509,0.86,128.69,168813,,12174,105323169,360
1,,,-15.04,0.0325,,2.07E-05,,0.573,95.73,322093,,148598,,5947
1,0.166375,9,,0.0437,0.002803221,0,0.003307949,0.747,109.53,217987,10593552,56715,66359005,1806
1,0.066430125,7,-12.538,0.033,0.008998912,1.10E-05,0.000228099,0.514,,236427,23087941,148598,66837753,5947
5,0.196122941,5,-9.67,0.032,0.075686967,0,0.001331,0.863,91.11,180320,10731707,,21263601,1548
0,0.799178752,10,-6.886,0.0846,0.033386248,0.00197,0.952763904,0.513,74.272,,2665018,15956,2057681,1093
1,,9,-15.2,0.0385,0.018191447,2.90E-06,0.731432701,0.777,109.581,212667,27085673,106083,55512706,3438
1,0.506261573,7,-4.528,0.0567,0.008489664,0,0.000300763,0.438,92.849,218720,3923334,28846,11120839,447
3,0.140608,4,-8.575,0.0361,0.036594368,0,0.004492125,0.521,167.311,196867,,1314,,54
2,,4,,0.0675,0.002146689,,0.000806954,0.305,146.994,297427,,140708,171202171,4853
2,0.278445077,7,-6.769,0.0361,0.010218313,0.000458,,0.571,80.897,272947,40613160,,108759699,6796
2,0.563559976,1,-4.088,0.0405,,0,0.021952,0.404,120.854,205067,304638,4256,88605577,136
0,0.382657176,3,-3.935,0.0312,2.34E-05,0.000643,,0.21,134.639,277387,11704694,38094,55921689,
1,,10,-2.415,0.0442,0.000104487,0,0.002352637,0.826,148.054,,6083912,27943,30209483,944
2,0.674526133,7,-3.551,,,,0.003307949,0.632,126.033,229680,,,23991668,2910
0,0.539353144,7,,0.0564,,0,0.005545233,,109.329,182893,2942361,15764,20981948,1074
2,0.067419143,0,-8.032,0.0278,,,0.000228099,0.416,146.02,272587,2461982,27740,23877554,995
0,0.125751501,,-6,,,3.09E-06,0.002515456,0.0409,99.943,253160,5862782,18122,19716415,766
1,0.170031464,4,-7.064,0.0324,0.135005697,,0.000151419,0.235,121.619,411387,3020790,,90293853,2957
1,0.000667628,0,-17.796,0.0394,0.714516984,0.154,0.001331,,94.163,,3020790,41865,94687300,
7,0.065450827,4,-11.599,0.037,,,0.001225043,0.453,115.658,,3020790,41865,78260763,2957
0,0.103823,,-10.541,0.0319,0.054010152,0.00332,0.000865523,,154.649,237080,3020790,41865,50859782,2957
8,,0,-16.208,0.0737,0.188132517,0.158,0.000370146,0.288,116.049,380613,3020790,41865,43878202,2957
1,0.001259712,0,-17.461,0.0378,0.631628712,0.00793,,0.226,120.069,342000,3020790,41865,18831918,
0,0.029503629,,,0.0257,0.555412248,2.26E-06,0.000712122,0.339,,,3020790,41865,16384443,2957
0,0.026198073,0,-11.831,,0.796597983,0.0059,0.001295029,,82.294,292536,3020790,,11079532,2957
0,0.069934528,7,-10.364,0.0303,0.019902511,0,0.000881974,,142.287,314147,3020790,41865,11866428,2957
3,0.108531333,0,-9.499,0.0343,,,0.005929741,0.766,118.916,193880,3020790,41865,11514339,2957
5,,,-5.341,0.0361,0.001191016,1.33E-06,0.033698267,0.754,116.049,267827,186492421,826551,109873421,23374
1,0.485587656,9,-4.166,0.0343,4.47E-05,0,0.000105154,0.783,107.836,236472,32501955,197342,130986313,7148
1,,3,-4.004,0.291,2.31E-05,0.000104,0.002803221,0.694,201.66,217850,6069979,31213,65571500,864
0,0.865523177,3,-3.444,0.179,5.71E-08,0,0.000683798,0.353,207.375,238422,1761,30,,1
2,0.415160936,9,-6.082,,5.84E-10,0.000693,0.001225043,0.687,138.07,,16922746,78913,26135681,3874
2,,5,-3.983,0.0375,0.008,0.000567,0.008,0.384,90.018,266547,49820858,,23589544,
0,0.535387328,,,0.0301,5.09E-09,5.27E-06,0.006028568,0.697,157.355,351643,17390580,,23746810,2191
0,0.157464,6,-6.274,,,0,,0.37,187.235,243213,7108481,32448,17313787,1138
3,0.000111285,6,-30.53,0.0364,0.820025856,0.828,0.001295029,0.475,118.758,72875,20676,758,4877060,
4,0.014706125,1,-15.628,,0.014706125,0.596,0.001601613,0.179,,119333,,2470,8523109,80
5,,2,,0.0299,1.30E-10,0.43,0.002406104,0.383,116.98,86227,35479,1235,7808072,43
4,0.000724151,9,-25.111,0.0413,0.721734273,0.781,0.001601613,,83.264,,27093,1166,,38
3,0.151419437,2,,0.0647,2.39E-08,0.806,0.002571353,,,94014,25918,589,4686334,
3,0.067917312,10,,0.0345,0.010503459,,0.002460375,0.429,,95787,112802,2356,4332451,97
5,0.038272753,2,-18.103,0.0695,0.131096512,0.806,0.000783777,0.187,92.047,120333,,760,,30
