Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,Comments,Album_type,Licensed,official_video,Album,Title,Channel,Composer,Artist
8,0.335839161,1,-7.285,0.0332,2.00E-07,0.49,0.000413494,0.426,126.017,202173,85866095,617070,68615915,10475,,FALSE,FALSE,Changes,"Faul, Wad Ad, Pnau - Changes (Videoclip)",faulwadadVEVO,Juicy J,St. Vincent
8,0.335839161,4,-3.819,0.133,0.000107172,6.04E-06,0.000281011,0.675,133.002,237236,268425,5589,5633368,28103.21208,,TRUE,TRUE,2 Be Loved (Am I Ready) [PNAU Remix],Lizzo - 2 Be Loved (Am I Ready) [PNAU Remix] [Official Audio],Lizzo Music,Terrace Martin,Daft Punk
8,0.338608873,3,-8.245,0.0372,0.114840436,0.682,0.000275894,0.261,120.9378193,343560,85866095,617070,214854734,10475,single,FALSE,FALSE,Changes,"Faul, Wad Ad, Pnau - Changes (Videoclip)",faulwadadVEVO,,Flume
4,0.335839161,2,-3.13,0.0338,0.000120554,0.0132,0.013997521,0.507,120.996,222830.746,12861112,165766,124802604,3358,single,FALSE,FALSE,Go Bang,PNAU - Go Bang (Official Music Video),etcetc music,,Radiohead
3,0.846590536,5.231603515,-2.245,0.0541,0.114840436,1.37E-06,0.000584277,0.295,104.983,208367,3848271,44020,44848439,28103.21208,single,FALSE,TRUE,,PNAU - Solid Gold feat. Kira Divine & Marques Toliver (Official Music Video),PNAU,Yeti Beats,Billie Eilish
7,0.812166237,4,-3.211,0.09546161,5.93E-09,0.054933714,0.027,0.197,119.999,198427,9524386,70634,80612434,28103.21208,single,FALSE,FALSE,Chameleon,,etcetc music,Yeti Beats,
3,0.335839161,7,-6.872,0.0832,7.76E-06,0.000111,0.005545233,0.52584177,114.995,245000,638601,8504,129042647.7,399,,TRUE,TRUE,,,PNAUVEVO,Finneas O'Connell,Bon Iver
9,0.181321496,8,-5.15,0.0637,0.114840436,0.054933714,0.012649337,0.152,127.988,222830.746,44439,794,129042647.7,1,,TRUE,TRUE,,Changes (Timmy Trumpet Remix),,,King Gizzard & The Lizard Wizard
9,0.335839161,6,-4.407,0.09546161,0.067419143,0.054933714,0.001404928,0.505,98.005,261667,87910955.94,1510837,574681805,30943,,FALSE,TRUE,Los Legendarios 001,"Wisin, Jhay Cortez, Los Legendarios - ""Fiel"" (Official Video)",Wisin,Mike Dean,Big Thief
7,0.686128968,5,-7.561370454,0.0422,0.000125752,3.06E-05,0.000794023,0.692,93.003,200507,87910955.94,648506.3618,4019994,28103.21208,album,TRUE,TRUE,Resistencia,"Yandel, Wisin -  Te Gusta (Video Oficial) | Resistencia",Yandel,Juicy J,Kendrick Lamar
7,0.335839161,10,-7.561370454,0.0795,1.68E-05,6.27E-05,0.000683798,0.787,91.977,232787,87910955.94,4133938,717624784,28103.21208,album,TRUE,TRUE,,,wisinofficalVEVO,Mike Dean,Travis Scott
9,0.359425431,5.231603515,-4.733,0.0473,0.063044792,2.02E-06,0.001643032,0.573,97.99,349547,87910955.94,1223988,247241896,49300,single,,TRUE,,,Wisin,Terrace Martin,Childish Gambino
8,0.553387661,5.231603515,-3.402,0.09546161,0.029791,4.28E-06,0.002924207,0.791,99.999,213314,145279763,1052201,365889118,24479,single,FALSE,TRUE,,"Wisin, Myke Towers, Los Legendarios - Mi Niña (Official Video)",Wisin,"Noah ""40"" Shebib",Bruno Mars
6,0.529475129,8,-4.191,0.0514,0.000353393,0.054933714,0.000365526,0.966,171.942,199827,42410210,406392,90372503,28103.21208,album,TRUE,TRUE,"Multimillo, Vol. 1","Wisin, Camilo, Los Legendarios - Buenos Días (Official Video)",wisinofficalVEVO,Terrace Martin,Shawn Mendes
8,0.519718464,5.231603515,-4.817,0.0711,9.99E-05,0.054933714,0.031855013,0.451,91.973,386333,87910955.94,719198,188359776,19889,album,TRUE,TRUE,Victory,"Wisin - Escápate Conmigo ft. Ozuna, Bad Bunny, De La Ghetto, Arcángel, Noriel, Almighty",wisinofficalVEVO,Yeti Beats,Kamasi Washington
8,0.801765089,10,-3.017,0.121,0.018191447,0,0.000240642,0.602,97.99,232373,698259186,648506.3618,186724705,43155,album,TRUE,TRUE,Los Vaqueros: La Trilogía,"Wisin, Carlos Vives - Nota de Amor (Official Video) ft. Daddy Yankee",wisinofficalVEVO,Finneas O'Connell,Sufjan Stevens
6,0.841232384,5.231603515,-2.793,0.145,0.000627222,0,0.033745417,0.757,124.987,235547,900740350,2135294,167017132,52708,album,TRUE,TRUE,El Regreso del Sobreviviente (Deluxe Edition),"Wisin - Adrenalina (Official Video) ft. Jennifer Lopez, Ricky Martin",wisinofficalVEVO,Yeti Beats,Travis Scott
8,0.756058031,6,-3.223,0.173,0.014886936,0,0.016974593,0.704,96.017,238813,87910955.94,919792,316084199,18985,album,TRUE,TRUE,Victory,Wisin - Vacaciones (Official Video),,,deadmau5
3,0.733870808,1,-4.586,0.402,0.114840436,0,0.000143878,0.559,171.999,227907,87910955.94,1750213,129042647.7,30502,album,TRUE,TRUE,B.O.A.T.S. II #METIME (Deluxe),2 Chainz & Wiz Khalifa - We Own It (Fast & Furious / Official Lyric Video),2ChainzVEVO,Juicy J,James Blake
8,0.126506008,7,-7.38,0.148,3.04E-05,0.000887,0.001481544,0.525,120.9378193,210200,151972246,943500,446320750,12835,,TRUE,TRUE,Pretty Girls Like Trap Music,"2 Chainz - It's A Vibe ft. Ty Dolla $ign, Trey Songz, Jhené Aiko (Official Music Video)",2ChainzVEVO,Terrace Martin,Cardi B
8,0.104487111,2,-8.406,0.259,8.12E-06,0.054933714,0.033745417,0.405,131.023,267427,87910955.94,648506.3618,248242039,4794,album,TRUE,TRUE,Black Panther The Album Music From And Inspired By,2 Chainz Samples Opulent Cannabis Cuisine | MOST EXPENSIVEST,VICE TV,J. Cole,Vampire Weekend
6,0.463684824,6,-7.561370454,0.0876,0.000241804,0,0.665338617,0.349,134.952,334253,560693,8031,129042647.7,286,single,FALSE,FALSE,Champions,"Champions - Kanye West ft 2 Chainz,Big Sean, Quavo,Gucci Mane,Yo Gotti,Travis Scott,Desiigner Lyrics",,Yeti Beats,Rihanna
8,0.125,1,-7.561370454,0.425,0.001643032,0,0.003723875,0.227,120.9378193,222830.746,6746491,117689,256532435,2046,album,,TRUE,Pretty Girls Like Trap Music,,2ChainzVEVO,Finneas O'Connell,Alt-J
8,0.314432,2,-4.871,0.09546161,2.05E-07,0,0.001404928,0.419,97.02,158627,6731124,111878,38707318,2044,album,,TRUE,,,2ChainzVEVO,Ludwig Göransson,Billie Eilish
4,0.294079625,5.231603515,-5.984,0.176,5.09E-06,0,0.048627125,0.52584177,131.108,237827,125362113,648506.3618,102115615,40101,album,TRUE,TRUE,,2 Chainz - No Lie ft. Drake (Official Music Video) (Explicit Version),2ChainzVEVO,Yeti Beats,Mitski
3,0.267089984,5.231603515,-7.561370454,0.402,0.000173741,2.32E-05,0.042875,0.499,140.009,326347,262883082,1983586,107854450,99112,compilation,TRUE,TRUE,Kanye West Presents Good Music Cruel Summer,"Kanye West - Mercy (Explicit) ft. Big Sean, Pusha T, 2 Chainz",KanyeWestVEVO,Yeti Beats,The Weeknd
8,0.382657176,2,-6.726,0.323,0.047437928,1.88E-06,0.001771561,0.57,150.061,235897,33429633,432913,93984506,5210,single,TRUE,TRUE,Alive (with Offset & 2 Chainz),"Lil Jon, Offset, 2 Chainz - Alive (Official Music Video) ft. Offset, 2 Chainz",LilJonVEVO,Finneas O'Connell,Fontaines D.C.
6,0.347428927,4,-6.174,0.199,2.36E-05,0.054933714,0.002197,0.452,89.024,202247,59459217,564712,45882546,28103.21208,album,FALSE,,Moon Boy,"Yung Bleu, Chris Brown & 2 Chainz - Baddest (Official Video)",Yung Bleu,Finneas O'Connell,
3,0.265847707,3,-8.392,0.09546161,0.008120601,0.000306,0.002985984,0.592,152.98,221800,345396120,2071177,429544720,37133,album,TRUE,,Hasta la Raíz (Edición Especial),,NLaFourcadeVEVO,Terrace Martin,Mac DeMarco
5,0.023639903,5.231603515,-9.718,0.0334,0.454756609,3.61E-06,0.001191016,0.52584177,127.981,279213,19374138,208949,151352569,3926,album,TRUE,TRUE,Hasta la Raíz (Edición Especial),Natalia Lafourcade - Lo Que Construimos (Official Video),NLaFourcadeVEVO,Ludwig Göransson,Doja Cat
6,0.226981,5.231603515,-7.561370454,0.0541,0.133432831,2.31E-06,0.002048383,0.846,178.112,222830.746,23996354,171607,173748047,28103.21208,album,TRUE,TRUE,Hasta la Raíz (Edición Especial),,NLaFourcadeVEVO,Finneas O'Connell,Radiohead
4,0.090518849,7,-10.752,0.0722,0.114840436,0.000584,0.002460375,0.612,91.624,231053,2182731,60102,4408260,851,,TRUE,TRUE,De Todas las Flores,Natalia Lafourcade - El lugar correcto (Video Lyric),,Louis Bell,Alicia Keys
7,0.005545233,1,-7.561370454,0.0353,0.719323136,2.14E-06,0.033745417,0.618,92.934,214547,27294409,244484,55894263,4820,album,TRUE,TRUE,"Musas (Un Homenaje al Folclore Latinoamericano en Manos de Los Macorinos, Vol. 1)",Natalia Lafourcade - Soledad y El Mar (En Manos de Los Macorinos) [La Fiesta Parte II],NLaFourcadeVEVO,Finneas O'Connell,Kamasi Washington
5,0.097336,1,-10.974,0.09546161,0.478211768,0.054933714,0.005451776,0.793,170.057,222830.746,293326401,1077796,110366556,24959,album,TRUE,TRUE,,Natalia Lafourcade - Tú sí sabes quererme (en manos de Los Macorinos),NLaFourcadeVEVO,Juicy J,Dua Lipa
3,0.311665752,7,-7.733,0.0819,0.106496424,0,0.043986977,0.825,95.027,215000,46991132,254996,79552716,7309,album,TRUE,TRUE,Natalia Lafourcade,,NLaFourcadeVEVO,,Bon Iver
4,0.347428927,7,-5.884,0.0298,0.011543176,0,0.033745417,0.52584177,115.012,222830.746,8774126,66859,27510433,1296,album,TRUE,TRUE,ADN (Capítulo A),Los Auténticos Decadentes & Natalia Lafourcade -  Golpes en el corazón (Video Oficial),PopArt Discos,Finneas O'Connell,Anderson .Paak
6,0.063044792,2,-6.704,0.0274,0.002744,3.08E-05,0.002097152,0.643,105.009,222830.746,573398,4479,70274107,129,album,FALSE,,Mujer Divina - Homenaje a Agustín Lara,"Natalia Lafourcade ft Devendra Banhart-Amor,amor de mis amores",fatima giles blancas,Finneas O'Connell,King Gizzard & The Lizard Wizard
6,0.091125,0,-5.714,0.0454,0.247673152,1.01E-05,0.033745417,0.52584177,120.9378193,194787,40849768,310543,42673486,6925,album,TRUE,TRUE,HU HU HU,Natalia Lafourcade - Ella Es Bonita,NLaFourcadeVEVO,Finneas O'Connell,Julien Baker
3,0.335839161,10,-5.992,0.109,0.193100552,0.054933714,0.214921799,0.378,103.948,222830.746,412165445,2551890,46538720,74382,album,TRUE,TRUE,May 25th,B.o.B - Nothin' On You (feat. Bruno Mars) [Official Video],Atlantic Records,Terrace Martin,Billie Eilish
6,0.620650477,10,-5.814,0.0493,0.057512456,0,0.000640504,0.743,103.993,268320,412165445,2551890,129042647.7,74382,album,,,B.o.B Presents: The Adventures of Bobby Ray,B.o.B - Nothin' On You (feat. Bruno Mars) [Official Video],,Mike Dean,Billie Eilish
5,0.335839161,5.231603515,-7.561370454,0.116,0.001331,0,4.98E-05,0.377,93.033,222830.746,87910955.94,3487759,627172600,156593,album,TRUE,TRUE,B.o.B Presents: The Adventures of Bobby Ray,,Atlantic Records,Finneas O'Connell,J. Cole
9,0.129554216,1,-7.14,0.304,0.114840436,0.054933714,0.033745417,0.273,97.465,222830.746,84641388,521702,313273991,12805,album,FALSE,TRUE,,B.o.B - HeadBand ft. 2 Chainz [Official Video],B.o.B,Ludwig Göransson,Grimes
3,0.809557568,8,-4.11,0.343,0.114840436,0,0.041781923,0.787,82.439,196133,59249289,307660,160041265,27849,album,TRUE,,B.o.B Presents: The Adventures of Bobby Ray,B.o.B - Magic (feat. Rivers Cuomo) [Official Video],Atlantic Records,Mike Dean,Sufjan Stevens
5,0.729,7,-5.02,0.14,6.55E-05,0,0.010503459,0.52584177,85.51,213253,56610745,391040,167677668,23302,album,TRUE,TRUE,Strange Clouds,B.o.B - So Good [Official Video],B.o.B,Juicy J,
5,0.676836152,6,-4.745,0.206,3.43E-08,0,0.033745417,0.394,93.047,222830.746,1958193,18109,119590691,409,album,,FALSE,B.o.B Presents: The Adventures of Bobby Ray,,Loku,Ricky Reed,Phoebe Bridgers
2,0.294079625,8,-6.672,0.286,0.000223649,0,0.002248091,0.8,73.726,226293,35539937,252334,106535332,17106,album,TRUE,TRUE,Strange Clouds,B.o.B - Strange Clouds ft. Lil Wayne [Official Video],B.o.B,Terrace Martin,Shawn Mendes
6,0.376367048,7,-7.088,0.09546161,9.66E-06,0,0.008869743,0.0483,120.9378193,216120,59342871,534707,64916811,28438,album,TRUE,,Strange Clouds,B.o.B - Both of Us ft. Taylor Swift [Official Video],B.o.B,Mike Dean,deadmau5
6,0.393832837,1,-5.126,0.139,0.114840436,0,0.033745417,0.497,120.9378193,247987,76226072,553972,71755419,12795,,TRUE,TRUE,Underground Luxury,B.o.B - We Still In This Bitch ft. T.I. & Juicy J [Official Video],B.o.B,Yeti Beats,Sufjan Stevens
0,0.039651821,10,-12.743,0.0482,0.003652264,0.854,0.001295029,0.0334,65.38,222830.746,3310143,82047,83581291,3922,,TRUE,,The Blue Notebooks (15 Years),Max Richter - Richter: On The Nature Of Daylight,MaxRichterVEVO,Finneas O'Connell,Bruno Mars
6,0.039651821,1,-12.26,0.0418,0.114840436,0.054933714,0.046268279,0.163,105.513,222830.746,87910955.94,8572,80889340,336,album,,TRUE,"Recomposed By Max Richter: Vivaldi, The Four Seasons",Max Richter - The New Four Seasons – Vivaldi Recomposed: Spring 1 (Official Video),MaxRichterVEVO,,Daft Punk
0,0.335839161,6,-37.609,0.0507,0.964430272,0.946,0.001259712,0.52584177,120.9378193,222830.746,314735,3647,21107391,157,album,,FALSE,,Max Richter - Dream 1 (Before the wind blows it all away),Iota87,Finneas O'Connell,Pharrell Williams
0,3.97E-08,0,-39.053,0.09546161,0.988047936,0.943,0.033745417,0.52584177,116.941,75849,5331789,56417,129042647.7,1932,album,FALSE,FALSE,The Leftovers: Season 1 (Music from the HBO Series),The Departure (Extended),,Finneas O'Connell,Soccer Mommy
0,0.001685159,10,-25.234,0.09546161,0.979146657,0.054933714,0.033745417,0.181,120.9378193,222830.746,283209,3209,67334341,28103.21208,album,,FALSE,The Blue Notebooks (15 Years),,,Finneas O'Connell,Lizzo
0,0.000788889,10,-31.726,0.0412,0.114840436,0.848,0.033745417,0.135,205.999,110880,87910955.94,648506.3618,74484448,69,album,TRUE,TRUE,,Max Richter - A Catalogue Of Afternoons,MaxRichterVEVO,Juicy J,Lizzo
0,2.99E-09,6,-39.869,0.0487,0.985074875,0.968,0.000994012,0.0866,120.9378193,153101,314735,3647,53437196,157,album,FALSE,FALSE,Sleep,Max Richter - Dream 1 (Before the wind blows it all away),Iota87,Yeti Beats,Angel Olsen
0,0.335839161,6,-37.754,0.0473,0.982107784,0.97,0.001331,0.0628,64.329,142356,314735,3647,129042647.7,157,,FALSE,FALSE,Sleep,Max Richter - Dream 1 (Before the wind blows it all away),,Terrace Martin,King Gizzard & The Lizard Wizard
0,9.53E-09,6,-7.561370454,0.0491,0.979146657,0.964,0.001124864,0.0803,66.72,133629,314735,648506.3618,8749515,157,album,FALSE,,Sleep,Max Richter - Dream 1 (Before the wind blows it all away),Iota87,Finneas O'Connell,
6,0.087528384,10,-9.331,0.09546161,0.174676879,0,0.000921167,0.712,150.96,222830.746,709138850,4145040,1511693506,129068,album,TRUE,TRUE,We Sing. We Dance. We Steal Things.,,Jason Mraz,Juicy J,Chris Brown
4,0.070957944,0,-8.7,0.09546161,0.025412184,0,0.003442951,0.669,130.088,189613,182343059,1017532,584335743,31747,album,TRUE,TRUE,,Jason Mraz - Lucky (feat. Colbie Caillat) [Official Video],Jason Mraz,Finneas O'Connell,Rihanna
1,0.027818127,5.231603515,-7.561370454,0.0429,0.334255384,0,0.001520875,0.139,133.406,240166,175138983,1146482,736204200,34127,album,TRUE,TRUE,Love Is a Four Letter Word (Deluxe Edition),Jason Mraz - I Won't Give Up (Official Video) [4K],Jason Mraz,Yeti Beats,Daft Punk
3,0.093576664,3,-10.286,0.0258,0.114840436,1.37E-05,0.00092401,0.515,140.182,216387,117790400,821601,130421376,21680,album,TRUE,TRUE,Love Is a Four Letter Word (Deluxe Edition),Jason Mraz - 93 Million Miles (Official Video),,Louis Bell,Billie Eilish
5,0.259694072,1,-4.947,0.0407,0.008489664,0,0.000353393,0.6,82.001,226107,33011217,292540,146604514,10851,album,,TRUE,Know.,Jason Mraz  - Have It All (Official Video),Jason Mraz,Finneas O'Connell,The Weeknd
3,0.651714363,10,-7.561370454,0.0385,0.114840436,0,0.028652616,0.52584177,94.52,256441,16012051,53473,58417908,3177,album,TRUE,TRUE,Waiting for My Rocket to Come,Jason Mraz - The Remedy (I Won't Worry) [Official Video] [HD],Jason Mraz,Finneas O'Connell,Rihanna
6,0.335839161,0,-8.23,0.133,5.66E-05,0.054933714,0.022665187,0.746,90.263,239698,3884518,55795,36296564,2122,single,,,Look For The Good,Jason Mraz - Look For The Good (Official Video),Jason Mraz,Juicy J,Alicia Keys
3,0.041781923,7,-7.561370454,0.0305,0.031855013,0.00678,0.033745417,0.0797,97.957,257173,30635459,197671,132624684,3069,,TRUE,TRUE,YES! (Commentary),,Jason Mraz,"Noah ""40"" Shebib",Chris Brown
1,0.335839161,2,-6.984,0.0364,0.114840436,0,0.000533412,0.52584177,139.28,181360,21205332,258871,129042647.7,3142,album,TRUE,TRUE,Know.,Jason Mraz - More Than Friends (feat. Meghan Trainor) [Official Video],Jason Mraz,Finneas O'Connell,
4,0.028372625,5.231603515,-9.237,0.0521,0.463684824,0.054933714,0.033745417,0.665,145.186,127733,60720,439,38344433,12,compilation,FALSE,FALSE,A Very Special Christmas 7,Jason Mraz - Winter Wonderland (Almost Official Video),aspects,Yeti Beats,James Blake
4,0.335839161,6,-4.149,0.0302,0.000337154,2.37E-06,0.008242408,0.531,125.883,158807,2992853,40897,44896677,28103.21208,single,FALSE,TRUE,Anywhere With You,"Afrojack, Lucas & Steve, Dubvision - Anywhere With You (Official Music Video)",Afrojack,Mike Dean,FKA twigs
4,0.432081216,5,-5.623,0.114,0.000425259,1.17E-06,0.274625,0.265,124.039,222830.746,718759,13025,17009287,159,single,FALSE,TRUE,Worlds On Fire (with R3HAB & Au/Ra),"Afrojack, R3HAB, ft. Au/Ra - Worlds on Fire (Tomorrowland Anthem) (Official Visualizer)",R3HAB,Louis Bell,Mitski
5,0.525557943,8,-4.925,0.0398,0.114840436,0,0.041063625,0.778,141.838,154244,87910955.94,8564,129042647.7,201,single,FALSE,TRUE,,Afrojack & James Arthur - Lose You (Official Video),,Yeti Beats,
9,0.074618461,1,-10.685,0.237,0.140608,0.000106,0.000329939,0.52584177,127.015,201213,28981520,648506.3618,37699582,3927,album,TRUE,TRUE,,"Pitbull, Afrojack - Maldito Alcohol",PitbullVEVO,Louis Bell,Marshmello
2,0.638277381,0,-3.447,0.0644,3.79E-05,0,0.002985984,0.346,127.049,222830.746,104876340,651714,156759906,13114,album,TRUE,TRUE,,,AfrojackVEVO,Juicy J,Childish Gambino
1,0.776151559,5.231603515,-2.854,0.144,6.94E-05,0.000342,0.010793861,0.415,129.825,184615,718759,13025,129042647.7,159,,,TRUE,,"Afrojack, R3HAB, ft. Au/Ra - Worlds on Fire (Tomorrowland Anthem) (Official Visualizer)",R3HAB,Louis Bell,
3,0.496793088,2,-6.155,0.105,0.010503459,0,0.000702595,0.52584177,121.152,163320,162852,2322,129042647.7,48,single,TRUE,,Alone Again (feat. Afrojack & Mougleta),Chico Rose - Alone Again (feat. Afrojack & Mougleta) [Official Audio],Spinnin' Records,Juicy J,Sufjan Stevens
6,0.460099648,2,-5.032,0.0313,0.003869893,0,0.033745417,0.523,125.001,171840,5673295,59802,72353933,1292,single,FALSE,TRUE,Hero,Afrojack & David Guetta - Hero (Official Music Video),Afrojack,Terrace Martin,Phoebe Bridgers
5,0.964430272,10,-4.105,0.12,1.99E-08,0.0753,0.002924207,0.52584177,128.001,122578,87910955.94,3208,558062,119,single,TRUE,TRUE,Shockwave (with Afrojack),R3HAB & Afrojack - Shockwave (Official Music Video),R3HAB,J. Cole,Calvin Harris
6,0.367061696,3,-5.485,0.0432,7.46E-05,0.000467,0.000341532,0.206,120.9378193,161280,7759702,118100,103107764,1339,single,TRUE,TRUE,Sad (feat. Afrojack),Chico Rose - Sad (feat. Afrojack) [Official Music Video],Spinnin' Records,Terrace Martin,Grimes
8,0.310288733,9,-4.163,0.0857,0.001030301,0,0.085766121,0.919,130.034,219320,24340483,334211,84155671,28103.21208,single,TRUE,TRUE,XT4S1S,Danna Paola - XT4S1S (Video Oficial),dannapaolaVEVO,Terrace Martin,
1,0.195112,10,-7.561370454,0.256,0.044361864,0,0.052313624,0.597,120.9378193,183693,51928447,590275,131251688,24223,album,,,,,MoratVEVO,Finneas O'Connell,
8,0.189119224,6,-4.36,0.09546161,0.006028568,1.04E-05,0.000182284,0.815,120.9378193,182600,456248569,2660217,285307181,68558,album,TRUE,TRUE,SIE7E +,Danna Paola - Mala Fama,dannapaolaVEVO,Ludwig Göransson,FKA twigs
6,0.256047875,5.231603515,-4.747,0.09546161,4.78E-05,4.10E-06,0.023393656,0.52584177,179.758,177533,231841727,2101431,210343065,54920,album,TRUE,TRUE,SIE7E +,Danna Paola - Oye Pablo,dannapaolaVEVO,Ludwig Göransson,Calvin Harris
1,0.061629875,6,-8.475,0.0483,0.184220009,0,0.002000376,0.52584177,140.369,190360,45714312,586861,56455958,28103.21208,album,TRUE,TRUE,,Danna Paola - Amor Ordinario,dannapaolaVEVO,Louis Bell,Sufjan Stevens
6,0.513922401,0,-2.973,0.0601,0.000143878,9.33E-06,0.000870984,0.736,120.9378193,222830.746,298906698,1812972,129042647.7,50355,album,TRUE,TRUE,,"Cali Y El Dandee, Danna Paola - Nada",CaliyElDandeeVEVO,Terrace Martin,Cardi B
0,0.002197,0,-14.14,0.0314,0.238328,2.94E-06,0.000697864,0.0809,103.821,217227,25943040,186775,53928512,0,compilation,TRUE,TRUE,,"Chayanne, Danna Paola - Veo en ti la luz (De ""Enredados""/Video Oficial)",DisneyMusicLAVEVO,Finneas O'Connell,Grimes
5,0.335839161,9,-4.805,0.063,0.114840436,0,0.003241792,0.433,89.024,186947,80142814,970770,125653412,31375,album,TRUE,TRUE,SIE7E +,Danna Paola - Sodio,dannapaolaVEVO,"Noah ""40"" Shebib",Shawn Mendes
3,0.421875,5.231603515,-3.974,0.145,0.008365427,0,0.033745417,0.52584177,179.881,182813,94267625,888698,180513599,28103.21208,album,TRUE,TRUE,K.O.,"Danna Paola, Sebastián Yatra - No Bailes Sola",dannapaolaVEVO,Finneas O'Connell,Bon Iver
4,0.155720872,6,-7.842,0.09546161,0.035287552,0.054933714,0.001953125,0.608,130.015,321225,77290229,648506.3618,105143682,8515,album,TRUE,TRUE,Jab We Met,"Tum Se Hi Lyrcial | Jab We Met | Kareena Kapoor, Shahid Kapoor | Mohit Chauhan | Pritam",T-Series,Finneas O'Connell,The 1975
5,0.294079625,8,-8.181,0.0266,0.094818816,0.000486,0.000724151,0.692,93.012,252160,371831083,648506.3618,40074980,57670,compilation,TRUE,TRUE,Ek Tha Tiger,"Saiyaara Full Song | Ek Tha Tiger | Salman Khan, Katrina Kaif | Mohit Chauhan, Taraannum, Sohail Sen",YRF,Mike Dean,Angel Olsen
5,0.127263527,4,-7.561370454,0.0261,0.128024064,0,0.103161709,0.58,108.014,227962,25506578,476336,129042647.7,45614,single,TRUE,TRUE,Rang Lageya - Single,,Saregama Music,Finneas O'Connell,Phoebe Bridgers
3,0.237176659,5.231603515,-6.924,0.0344,0.051478848,7.67E-06,0.003112136,0.52584177,90.034,251787,26668469,648506.3618,33854361,8674,album,,TRUE,,"3 - Po Nee Po Video | Dhanush, Shruti | Anirudh",SonyMusicSouthVEVO,Yeti Beats,Vampire Weekend
0,0.054010152,5.231603515,-11.008,0.0329,0.313046839,0,0.033745417,0.575,87.549,470500,333832651,2719068,73834235,94884,album,TRUE,TRUE,Rockstar,"Kun Faya Kun Full Video Song Rockstar | Ranbir Kapoor | A.R. Rahman, Javed Ali, Mohit Chauhan",T-Series,Finneas O'Connell,Post Malone
5,0.374805361,5.231603515,-7.561370454,0.0364,0.021253933,0.054933714,0.033745417,0.883,83.95,285687,123101481,648506.3618,52840271,16765,compilation,TRUE,,Brilliant Melodist Pritam,"FULL VIDEO: ""Pee Loon"" | Once Upon A Time in Mumbai | Emraan Hashmi, Prachi  | Pritam| Mohit Chauhan",T-Series,,Big Thief
5,0.075686967,10,-8.702,0.0324,0.099897344,0,0.001331,0.509,131.903,222830.746,108416965,648506.3618,50414439,28103.21208,album,TRUE,TRUE,Anjaana Anjaani,,T-Series,Louis Bell,
0,0.335839161,5,-12.38,0.0838,0.114840436,0.00539,0.039304,0.312,78.992,310073,57856607,746233,46358811,19750,compilation,TRUE,TRUE,New York,"Tune Jo Na Kaha Song | New York | John Abraham, Katrina Kaif, Neil Nitin M | Mohit Chauhan | Pritam",,,The Chainsmokers
5,0.282300416,10,-8.632,0.0354,0.114840436,0.000163,0.040353607,0.453,119.965,268833,97646913,706281,41966769,28103.21208,album,TRUE,TRUE,Rockstar,"""Phir Se Ud Chala Full Song Rockstar"" | Ranbir Kapoor",T-Series,,FKA twigs
0,0.103823,5.231603515,-8.929,0.0278,0.114840436,0.054933714,0.000525558,0.167,93.895,316500,68032966,536769,37640320,13622,,TRUE,TRUE,Rockstar,Rockstar: Tum Ho Lyrical Video Song | Ranbir Kapoor | Nargis Fakhri | T-Series,,Finneas O'Connell,Billie Eilish
8,0.411830784,5.231603515,-7.245,0.0414,0.022188041,0,0.000444195,0.783,143.998,222830.746,87910955.94,46330,40491242,1314,single,TRUE,TRUE,Drive Thru,Diljit Dosanjh | Lemonade | Intense | Raj Ranjodh | Drive Thru,Diljit Dosanjh,Ricky Reed,Tove Lo
8,0.559476224,1,-6.491,0.0851,0.114084125,0,0.032157432,0.52584177,172.006,178605,57376474,486926,129042647.7,12897,,TRUE,TRUE,Namaste England (Original Motion Picture Soundtrack),Proper Patola - Official Video | Diljit Dosanjh | Badshah,SonyMusicIndiaVEVO,Finneas O'Connell,
5,0.335839161,4,-7.265,0.185,0.000857375,0.054933714,0.033745417,0.52584177,85.264,189176,49494049,483627,32232390,9357,single,TRUE,TRUE,Drive Thru,Diljit Dosanjh: Peaches (Official Music Video) Intense | Raj Ranjodh | Drive Thru,,Juicy J,Marshmello
9,0.202262003,9,-5.531,0.113,0.008365427,0,0.000384241,0.774,120.9378193,190000,98924837,648506.3618,68608492,29803,album,TRUE,TRUE,MoonChild Era,Diljit Dosanjh: LOVER (Official Music Video) Intense | Raj Ranjodh | MoonChild Era,Diljit Dosanjh,"Noah ""40"" Shebib",Alt-J
7,0.563559976,6,-4.339,0.0866,0.045499293,0,0.027543608,0.674,90.149,213333,215110720,2108215,129042647.7,70500,,TRUE,TRUE,G.O.A.T.,Diljit Dosanjh: Born To Shine (Official Music Video) G.O.A.T,Diljit Dosanjh,Finneas O'Connell,The 1975
8,0.571787,9,-4.905,0.0571,0.019902511,0,0.033745417,0.913,130.024,229948,29148980,461253,2413032,27522,single,TRUE,TRUE,"Munda Sona Hoon Main (From ""Shehzada"")","Munda Sona Hoon Main (Video) Shehzada | Kartik, Kriti | Diljit, Nikhita | Pritam, Kumaar | Rohit",T-Series,Ludwig Göransson,
