Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,Album_type,Licensed,official_video,Album,Comments,Title,Channel,Composer,Artist
3,2642,0,5332,648,5512,7351,2868,3965,16051,14716,2072,18482,18785,2,1,1,4694,763,15345,5845,0,8042
3,4064,2,6684,471,210,7351,2364,4923,10127,7657,10305,10332,10745,0,1,1,5768,4038,10385,3438,0,5383
2,4706,0,11938,4876,1415,7351,2317,2469,9290,10911,12355,18482,7653,0,1,1,8901,6318,10381,3438,0,5383
3,4929,8,6072,1263,1193,1342,1862,1890,12777,15857,2914,3051,1861,0,1,1,3182,635,15345,365,10,8042
8,3025,8,11938,1052,826,7351,5598,4231,8080,5550,9047,8845,6024,0,1,1,5768,4196,10383,3438,6,5383
5,3415,7,8170,289,1540,1882,2917,2404,10158,6665,19253,9144,4826,0,0,0,5768,3861,10382,248,9,5383
0,4989,10,10554,2435,98,0,1854,4923,14274,6834,12488,13301,13137,0,1,1,2476,5235,9539,3112,0,4927
0,4665,10,10671,3299,173,7351,4222,2034,16051,6976,9419,10829,6136,0,1,1,7653,4660,9542,3112,5,4927
2,4984,10,11601,1898,93,445,4939,3186,2725,8757,13503,13465,11098,0,1,1,3684,5527,9547,3112,8,4927
2,5032,10,11297,3558,411,0,2424,4923,3863,7552,6746,9555,18785,0,1,1,7653,3403,9548,3112,2,4927
2,4954,0,11107,2357,89,762,4714,4923,5169,8359,19253,4097,18785,0,1,1,7653,473,9544,3112,8,4927
2,5008,6,10568,3520,227,787,1970,1465,7231,15857,7777,18482,4770,0,1,1,7653,3970,9541,3112,0,4927
1,5137,7,11177,4876,249,1669,5598,632,6798,15857,19253,11830,9306,0,0,0,7273,5431,9543,1511,10,4927
3,4765,0,10763,2754,313,0,4978,4923,10566,8609,7024,8724,8874,0,1,1,2476,2236,9540,3112,3,4927
2,5092,1,11811,3067,6,1618,4978,1713,3842,7338,6230,6664,5176,0,1,1,10459,1172,9545,3112,9,4927
0,5072,10,11938,3676,13,0,4702,4923,15961,10363,6092,9673,5452,0,1,1,10459,3995,9546,3112,2,4927
0,692,1,628,1000,7153,7221,1987,582,16051,648,3141,4043,8401,0,1,1,3349,186,11602,1494,0,6027
0,299,8,48,1160,7234,7351,2317,1079,16051,243,19253,1051,2182,0,1,1,10459,12,4439,1493,2,2324
0,226,4,16,1349,7243,7308,1901,136,7508,301,1009,18482,18785,0,1,1,9274,1,3668,1494,0,1917
1,67,7,11938,4876,7239,7351,1866,367,6021,235,1067,1059,1937,0,1,1,9273,14,4443,1493,0,2323
0,256,8,188,1871,7243,7285,2875,601,223,15857,1208,1312,995,0,1,1,9273,32,4440,1493,9,2323
0,179,2,17,4876,7239,7316,1245,1285,10061,494,1199,18482,3486,0,1,1,9275,40,4444,1493,10,2323
0,1032,2,750,522,7269,7161,2046,2177,15596,2315,1159,1170,18785,0,1,1,9984,25,4442,1493,0,2323
0,859,10,810,821,7269,7351,1628,895,10563,6556,1970,1873,2178,0,1,1,9984,13,9646,1494,3,4993
0,5152,8,11938,858,7247,7273,5598,910,147,3429,19253,1962,3855,0,1,1,9984,13,786,1494,0,448
0,5152,4,6,391,7241,7257,1771,1309,16051,343,1235,1356,856,0,1,1,9273,59,4441,1493,0,2323
7,3470,10,7748,2171,3355,0,3809,4308,16051,8899,19043,18322,17951,2,1,1,10459,9145,11981,5648,0,6224
7,3266,1,11112,4876,1918,0,2046,4549,8724,6427,18694,17970,17345,0,1,1,10459,9013,11986,5648,3,6225
9,4380,1,11592,454,1588,0,4355,4692,9045,10312,15530,13368,18785,0,1,1,9229,6601,11982,5648,10,6224
7,3515,9,7974,1727,3411,0,4158,4018,16051,10483,19043,18322,14493,0,1,1,7673,9427,15345,5648,10,8042
7,4929,5,11938,2194,7269,0,3809,3559,7623,10028,12842,11201,11894,0,1,1,7673,4623,15345,5648,10,8042
1,3247,1,8655,3140,7269,0,4025,3110,16051,11401,17116,15472,18785,0,1,1,10459,7667,11980,5845,6,6224
8,4396,5,10189,2926,4540,0,3909,4024,3156,9432,13888,11525,10584,2,1,1,5056,5989,11983,5648,3,6224
9,3740,10,9944,3501,3207,0,308,4549,8109,3453,17397,14759,13323,0,1,1,10459,6057,12903,4340,10,6712
5,4599,1,11105,3889,7269,0,2317,4923,16051,6711,13428,11440,7869,0,1,1,7673,4966,11984,5648,10,6224
7,5152,0,10732,2264,4644,0,4933,4656,10169,4869,5199,18482,7844,2,0,1,2627,1613,15345,5337,5,8042
8,5152,10,9784,1580,5007,938,729,4798,5867,3372,19253,1507,2289,2,1,1,5502,58,8302,2698,8,4284
0,4997,1,11938,4609,1679,0,740,4012,10415,6160,12674,18482,18552,0,1,0,2839,4355,7477,1290,10,3912
9,3102,5,11938,3609,5348,4477,2046,4239,3840,15857,5788,4575,5712,2,1,1,1044,236,8300,2698,10,4284
6,4249,10,9203,3254,4358,1084,2341,3183,15879,3524,6073,5300,7725,2,1,1,1046,527,8301,2698,4,4284
1,4907,1,10656,3520,1497,0,5598,4078,10418,15857,7901,4967,13970,0,0,0,2839,973,8299,4573,10,4284
8,3578,7,7846,4876,4956,0,1815,3852,4237,3043,9085,7409,8515,2,1,1,6185,865,8298,5845,5,4284
8,3610,10,9108,817,1788,0,5598,4703,10532,5550,10662,8143,5230,1,1,1,9320,831,8305,581,2,4286
4,4079,0,6270,4876,7269,0,2618,1682,10488,6334,7505,5541,3930,0,1,1,2838,151,3338,2699,0,1723
9,4297,10,8585,749,3954,760,597,4848,8506,2525,2514,2142,1814,2,1,1,8527,124,8303,5845,2,4284
7,2926,4,7860,2681,5659,15,5598,3121,10480,8279,2257,18482,11567,0,1,0,10459,115,5503,2584,8,2881
6,2780,4,3074,4646,5770,0,2126,4923,11230,438,3659,5449,1673,2,1,1,4420,799,5505,1823,8,2881
9,2240,7,4418,4876,4898,0,1534,3762,16051,15857,4709,3084,6160,0,1,1,5990,79,13670,3506,2,7054
9,2664,10,5637,3450,3812,7351,2364,3220,3830,4922,12262,11744,11706,0,1,1,2900,9427,10444,3457,8,5427
3,2461,4,4525,4692,5166,0,1346,1965,1196,3198,4354,18482,2555,0,0,1,4006,9427,3645,1189,10,1902
3,2294,4,5449,4605,5604,0,1465,2469,1877,9220,12841,12146,10794,0,1,1,106,9427,15345,1823,5,8042
9,2723,10,3462,3221,7269,7351,747,1243,1614,2577,11445,11584,10439,0,1,1,7586,3769,5504,1823,10,2881
9,2250,10,4313,4808,4392,0,2078,4095,9239,15857,4199,18482,1698,0,0,1,9662,1000,15345,130,4,8042
7,3426,10,11938,3987,2377,0,5598,2096,16051,6394,1170,1063,9399,0,0,1,10459,11,3292,2551,10,1703
9,5152,1,6891,4457,7269,922,5598,3035,1514,2761,19253,6796,5872,0,0,0,4990,1209,10054,3337,8,5195
8,1925,5,7075,1854,7269,58,1383,2319,7010,3157,3399,4417,15280,2,1,1,10333,281,15345,2734,3,8042
8,2515,8,7388,2237,4479,234,5598,3544,16051,15857,10759,12223,14474,0,1,1,10339,1912,8438,2735,2,4346
8,3765,10,8092,966,1555,3501,1286,1553,8877,15857,6782,18482,17446,0,1,0,10046,1190,8434,5555,5,4346
0,1252,0,3435,272,6482,3264,1241,376,81,14162,8860,8830,11110,2,1,1,6914,2919,15345,387,0,8042
8,5152,10,7177,1013,3409,3173,2232,3980,8575,12730,5539,6789,11810,0,1,1,10186,1478,8435,2734,10,4346
4,2512,9,1425,1298,5229,3125,3663,3409,8936,9226,4299,3223,14223,0,0,0,10045,262,8433,5467,10,4347
9,3889,10,7916,3937,2412,2808,5598,3600,16051,9817,19253,3192,1422,2,1,1,5134,16,8013,5845,9,4164
6,3970,10,7111,1759,5051,3798,1690,2560,6863,11213,19253,9882,12658,2,1,1,4971,2380,8910,2916,6,4602
0,1959,10,6286,327,4691,7351,2680,1421,16051,8642,9918,18482,9130,0,0,1,4185,2037,8436,2734,2,4346
0,5152,10,5289,446,7062,7351,967,4923,11663,2174,3930,4300,4211,2,0,1,9484,652,8437,2734,0,4346
9,4164,10,9977,4876,4551,0,3022,4271,16051,10108,19228,18424,18525,0,1,1,10459,9270,10650,5138,8,5530
3,4278,9,5611,3676,3418,0,2618,4376,6116,8129,11450,13827,12407,2,0,0,1895,6154,2906,2532,3,1495
7,4550,10,11938,4876,4341,0,659,4821,12928,4097,18844,18146,17796,0,1,1,6900,8923,15345,743,3,8042
5,1925,2,11938,2323,3695,759,4342,1905,540,5074,19253,18482,18785,0,1,1,4893,9427,10651,5138,10,5531
7,5152,0,11640,1237,4917,0,5598,4619,781,2891,15467,14789,18785,0,1,1,10459,7769,2370,743,5,1233
7,4535,2,11234,4065,2919,0,4077,4923,14624,15857,16015,18482,13721,0,1,1,2091,9427,2440,5845,0,1265
7,3906,10,10107,2985,4780,0,544,4562,15128,5518,13142,11405,11424,0,1,1,5488,4128,12425,4156,4,6434
7,2860,10,7333,1610,3816,0,1000,3077,9907,4171,17620,18482,13909,0,1,1,5424,7722,10649,5138,6,5529
6,4694,4,10708,4876,2631,0,4459,4668,545,4736,19253,14637,11549,0,1,1,4095,4905,8622,3201,10,4460
3,3758,1,11938,3162,3328,0,2986,1450,16051,4959,3136,3594,831,2,1,1,7909,362,15345,2706,5,8042
5,4297,4,9153,1437,7269,0,2852,2129,9254,2787,3106,2733,12947,2,1,1,2488,143,5643,4667,3,2979
4,2743,5,7215,285,1667,7351,2093,1035,2732,4525,16703,15974,18252,2,1,1,8928,6222,9300,3042,8,4819
5,5152,10,8903,1633,1798,0,1599,2267,9040,15857,1945,1743,7147,2,0,0,1510,28,9298,1599,8,4819
4,4485,3,11938,1150,2656,7351,3039,3220,16051,1701,948,951,2956,0,0,0,4148,9427,9299,3604,0,4819
3,3844,5,9373,4876,2644,0,3599,3118,2683,15857,8773,7502,11573,2,1,1,10459,384,9303,3040,3,4821
6,4424,10,10169,3172,1995,0,2868,4923,5011,15857,2434,2550,5338,2,0,1,9220,191,9301,4667,3,4819
5,4167,6,9504,1171,971,1221,4744,3342,7808,15857,1572,1393,2807,2,1,1,8456,0,12908,3041,8,6716
5,5152,10,8022,2128,1967,0,877,4107,9805,2737,1037,997,2229,2,0,0,4174,2,9302,841,10,4820
5,3476,10,9111,4876,1615,0,2390,1514,9429,3405,2658,18482,5907,0,1,1,4282,0,5820,3041,10,3111
6,4084,10,9588,711,2495,0,604,2560,8500,1429,3886,3536,8048,2,1,1,1720,290,9304,5845,10,4822
9,3258,2,5634,2303,3339,5145,1698,2469,9784,4474,14435,13897,18785,0,1,1,2918,5687,9463,3091,8,4881
9,5152,2,11938,4876,1758,5133,1315,2256,9774,15857,14435,13897,14207,0,1,1,2917,9427,9463,5845,4,4881
9,2421,10,5278,3450,948,7351,1599,1430,8439,1013,1393,1260,7699,0,0,0,10459,16,9462,3468,10,4881
9,2027,5,2095,4876,2459,4561,2232,1965,13382,15857,5639,7389,3121,0,1,1,1292,1642,9467,3091,8,4881
8,2278,10,8209,4542,7269,7351,2093,3526,1352,15857,12835,11444,18785,0,1,1,1307,3285,9466,5845,6,4881
9,2548,2,6448,3573,2978,907,2487,870,10488,524,7352,5483,1962,2,1,1,9863,661,9464,3091,8,4881
8,3041,1,3938,1486,2063,1579,2868,3922,16051,802,5481,5012,2942,0,1,1,2918,561,9465,3091,4,4881
8,2068,10,4365,4478,2182,398,2093,3118,1344,1256,19253,18482,4422,2,1,1,4826,3285,9466,3091,8,4881
8,2382,10,3742,4075,3411,0,2487,4923,10560,1214,2982,2445,3274,0,0,0,6209,94,9461,1093,4,4881
9,3509,10,8408,4876,805,0,2902,3045,7573,749,8518,8977,2349,0,1,1,1307,3091,15345,3091,3,8042
4,5152,0,4594,749,7269,0,2929,3789,10580,15857,16886,18482,17957,0,1,1,9826,7312,6241,2103,3,3323
6,2125,9,6986,615,5800,7351,2261,4923,10081,5849,19253,15101,17671,0,1,1,1867,9427,2884,5845,8,1486
4,1561,1,3621,277,6640,7351,2210,3022,12050,8811,15341,15607,15551,0,1,1,10459,7557,2888,918,10,1486
4,5152,9,7915,576,1321,17,3526,3307,16051,9504,11606,18482,18785,0,1,1,568,4126,2883,5845,6,1486
5,4725,9,8300,454,3827,0,1163,4923,12753,3540,12758,10404,18785,0,1,1,568,3797,15345,918,8,8042
5,4528,10,11938,245,7269,0,5598,3330,16051,7940,19253,10869,12822,0,0,0,1424,4042,2885,5159,3,1486
6,2877,10,7298,426,3243,0,2390,1051,9226,10669,19253,10475,12878,0,1,1,1867,9427,2887,918,0,1486
2,5152,3,8873,272,3485,0,5598,1983,16051,9672,15373,13317,18785,0,1,1,1424,5563,2886,5845,2,1486
5,488,10,2170,1953,7004,0,1901,1668,16051,8049,2055,1920,9013,0,1,1,1868,2,2121,917,0,1108
6,4278,8,11938,212,3197,0,1632,3038,6823,8367,1058,1038,5253,0,0,0,10459,9427,2231,1489,3,1170
6,5152,10,6548,861,2576,0,2540,1484,9553,8115,19253,18482,18330,2,1,1,7337,0,13248,5845,2,6881
1,4480,10,11938,4876,246,5121,998,2069,13981,14016,19253,12220,17621,2,0,1,8816,0,13249,5845,0,6882
5,4339,0,11938,4482,886,3053,5598,1630,13714,7804,19253,5956,17093,1,0,0,8817,9427,13359,5845,6,6933
3,5152,9,9458,4876,2860,954,5598,1640,2524,8595,12159,12252,14478,0,1,1,3973,9427,14871,1206,5,7715
3,3102,10,8837,4876,3701,0,3873,2244,11527,10641,6585,4742,14726,0,0,0,3974,9427,14231,1901,0,7356
3,3928,2,9409,414,4436,0,2317,4923,5327,2182,5245,5067,11745,0,1,1,10459,341,5598,1204,4,2949
3,4347,2,8655,4876,4500,7351,1071,1553,6859,9938,3936,3684,11268,0,0,1,3974,406,5599,1204,8,2949
2,5008,7,9510,3645,7269,0,2819,4101,14873,14616,12790,11328,11178,0,0,0,3794,4808,14768,1820,9,7658
4,4582,3,9937,1103,2375,0,800,3045,16051,10000,4233,18482,9681,0,0,0,3974,633,15345,4882,3,8042
7,4897,5,11122,2399,7269,0,4342,3997,7782,6018,8774,8067,9991,1,1,1,3973,2255,14502,1206,8,7494
1,4729,9,9664,2544,1120,0,1605,4188,15942,11329,10177,11634,9424,2,1,1,7302,5806,15345,4844,0,8042
4,4692,0,10484,237,576,755,789,3142,10838,7124,14816,12076,18785,0,1,1,5547,4439,15345,2895,2,8042
1,5152,10,11211,576,2215,0,5598,1234,16051,15857,16567,13254,12066,0,1,1,5176,5347,15345,2895,10,8042
3,3527,2,7047,251,3489,1465,2917,1359,16051,10285,19253,11252,11952,0,1,1,5546,3341,8983,5845,4,4647
1,4297,8,9388,1362,7269,0,5598,2029,14367,9049,14893,11462,9179,0,1,1,1961,3533,8987,2895,0,4647
2,5152,0,9766,426,1714,7351,5598,2815,14003,10239,19253,18482,9538,0,1,1,638,2036,8982,2895,2,4647
3,4965,6,11103,2368,1773,0,5578,1238,5496,9805,13702,9720,18785,0,1,1,1961,2684,15345,2895,3,8042
7,4501,10,10683,1025,7269,863,2852,2267,10815,7181,12520,8581,18785,0,1,1,638,1924,8984,2895,8,4647
3,4414,10,10052,434,7269,425,3599,4244,2925,9734,16681,16535,11241,0,1,1,2617,7063,10507,3483,8,5455
0,3844,6,10273,1655,4741,0,5561,1362,629,8701,14214,11043,5523,0,1,1,1961,2874,8986,5845,10,4647
4,4439,10,10975,1688,2933,117,1823,2063,6292,6795,13543,18482,18785,0,1,1,4255,7957,12786,3952,5,6627
0,5152,7,9275,1907,4650,0,319,4923,15081,7252,14995,16503,18785,0,1,1,5970,7963,12784,3952,0,6625
2,1161,9,6417,4876,7020,0,2464,2584,11408,7285,6064,6445,18785,2,0,1,4072,9427,14971,1036,5,7778
5,3716,8,9253,4876,3989,1508,3246,1826,16051,7872,19253,7829,1432,0,1,1,137,2006,8507,3952,8,4388
2,4300,9,11657,418,2492,0,4305,1254,2689,6903,17555,17171,10187,2,1,1,10459,9427,12785,5845,2,6626
1,5152,10,6235,2327,6072,0,2968,2859,15986,8706,14409,14316,11038,0,1,1,10459,7238,12782,3952,10,6623
7,5152,10,11713,1542,2709,2222,5598,4600,7459,9695,19253,15263,9495,0,1,1,10459,7969,12787,5845,3,6628
4,3627,4,11319,808,1755,0,5598,1229,1967,15857,10209,14035,6026,0,1,1,4255,6507,12783,5845,3,6624
3,4740,9,11365,2150,4514,0,2957,4923,3908,8353,4217,9141,898,0,1,1,137,3116,88,3952,8,71
7,5152,10,11938,2135,2611,0,4459,4923,11980,3065,10068,14099,6953,2,1,1,9869,6853,12788,3952,3,6629
5,3237,1,2694,4852,5180,0,4691,3644,11812,5450,3703,2592,661,0,1,1,10459,414,12159,2908,9,6305
2,4380,8,3213,4870,5743,0,5337,1642,15052,6261,2602,1507,646,0,0,1,2417,9427,15345,5165,0,8042
6,2382,8,2212,4862,4161,0,3404,3409,16051,15857,1954,1285,657,0,0,0,10459,20,12157,5165,6,6306
6,2359,10,2454,4862,5265,0,3096,4199,1097,4966,2007,1318,653,0,0,0,2417,23,12158,5165,9,6307
4,2762,10,2782,4867,7269,0,3487,3634,1094,5720,1631,1525,655,0,1,1,2417,120,12162,5845,3,6305
6,3135,1,3009,4855,4174,7351,3689,3997,8275,5341,1141,1077,652,0,1,1,10459,38,15345,618,2,8042
6,5152,1,11938,4866,7269,7351,5598,3330,16051,5689,19253,1318,18785,0,0,0,2417,23,12158,5165,8,6307
6,4064,6,3347,4876,4981,0,5186,2893,10483,5408,1131,1099,649,0,1,1,2417,16,3576,5845,9,1856
6,2505,0,3038,4863,5785,0,4413,3591,1910,5552,19253,2334,648,0,1,1,10459,170,12161,2908,10,6305
5,3631,8,11938,4872,7269,0,3227,2603,16051,6378,1120,1069,647,0,1,1,2417,12,3577,5845,10,1857
0,5152,6,8667,983,7269,1581,1129,795,6011,14492,17356,16203,18785,0,1,1,10459,8366,12474,4191,10,6471
3,4031,4,8178,237,604,1906,2819,2878,5175,13223,13995,12520,13997,0,1,1,10459,6148,15345,5845,4,8042
1,4849,7,8347,359,51,7351,3824,4542,3273,10875,11644,10141,18785,0,1,1,8341,4276,12481,4191,3,6471
1,4572,10,7756,333,207,7351,2602,3087,3782,14307,10518,9760,11914,0,1,1,1036,4223,12478,4191,10,6471
0,4917,9,5799,4876,7269,2090,569,1394,5281,15857,10440,18482,11464,0,1,1,1036,4652,12480,5845,0,6471
0,4377,10,4378,905,977,7351,3170,3311,15649,13560,11721,9602,10051,0,1,1,2576,4716,15345,4191,3,8042
1,4102,10,7779,1682,204,7351,1592,1597,11027,14526,11225,18482,9757,0,1,1,8342,9427,12482,4191,5,6471
0,2487,9,3410,676,479,5972,2618,4923,12142,14959,19253,8575,7129,0,1,1,2576,3646,12475,4191,0,6471
0,4941,0,11938,2040,7269,6065,5598,1653,13488,11283,9590,7266,5881,0,1,1,2576,3195,12479,4191,9,6471
0,5060,10,7720,3729,969,6924,4151,4923,14500,15857,2846,2584,2302,1,1,1,8542,9427,12477,5845,0,6471
8,4541,1,11938,2046,2212,7351,650,245,12035,1646,4985,8387,6228,2,1,1,7422,3431,12333,4126,4,6390
5,5121,4,11807,4702,1486,2785,4222,1005,16051,10163,4080,4812,3430,2,1,1,3498,519,14911,4266,2,7732
9,5152,1,11938,3937,3182,1978,5598,4072,12076,3237,1831,1553,1494,0,1,1,9299,44,3844,1269,5,2001
9,2615,10,6430,4613,3006,3183,4165,1508,12050,12224,1654,18482,1040,2,1,1,9853,9427,14458,1560,10,7475
4,4965,10,11938,4876,1384,5800,5598,3273,7862,6473,1387,1464,867,2,0,1,6921,26,9347,3053,9,4837
1,5038,5,11898,4824,2182,1303,2016,4923,15120,12789,2245,2652,933,0,1,1,2161,211,13129,3331,3,6836
7,2477,10,11938,4876,1764,5597,2046,4923,16051,10084,2690,18482,1011,0,0,1,3416,217,4678,4670,3,2440
5,4219,7,1149,4464,7269,6795,1809,4923,15162,15857,986,1042,18785,2,1,1,7433,19,4766,1340,0,2479
7,5152,2,5528,4383,3346,7351,4621,4923,11486,1150,1666,1523,875,0,0,0,2467,9427,4677,1129,10,2440
5,2557,6,3234,1129,4136,0,4459,4923,11569,2027,19253,11343,7497,2,1,1,8440,2310,12846,1016,10,6671
8,2203,10,5459,4048,5563,810,4992,4381,2774,1189,19253,2172,2054,2,0,0,9268,9427,7397,1316,6,3854
8,3584,6,7271,1831,3282,3807,1024,4674,4987,2343,12748,10073,18785,2,0,0,10459,1730,14657,5845,8,7586
3,2611,10,11938,4579,4403,0,1970,3213,14913,1244,12141,11897,3058,0,0,1,8398,3992,12796,1016,0,6635
4,3041,9,9104,4876,4644,0,2583,2853,11665,15857,9216,8313,1522,2,0,1,6463,1788,10172,1016,0,5267
6,2611,4,5866,2554,5559,0,1524,2941,15324,2519,11103,9525,2967,2,0,1,4251,1204,5753,1016,5,3065
7,1746,6,3245,4535,3691,0,3218,2815,12231,15857,11189,9938,3288,2,0,1,6334,9427,10171,1016,5,5266
8,3876,10,6080,1176,3695,0,1338,4583,16051,1288,4682,4950,824,2,0,1,5382,329,8563,1016,3,4421
4,2877,10,4800,4876,3397,0,3522,4088,16051,3870,12191,11054,18785,2,0,1,363,2462,403,1016,10,263
8,2926,9,6051,2792,3282,0,2725,4107,16051,1687,2834,3093,826,2,0,1,6519,178,10415,1016,4,5404
4,4696,9,11880,1495,2061,0,3794,1556,16051,6534,13761,16914,9664,0,1,1,3092,8876,5122,3952,8,2682
7,5152,1,11896,243,4226,0,2261,4158,4930,6374,17909,17226,9457,0,1,1,6364,9131,15345,3952,8,8042
9,4984,1,11938,2831,7269,0,3643,4738,7593,9059,17817,17044,6461,0,1,1,8685,9183,5126,5845,8,2686
6,4794,4,11783,599,2556,0,2364,3493,6510,12283,14074,15268,18785,0,1,1,3566,8254,5127,3952,0,2687
7,4300,2,11938,404,3238,3565,1135,4874,9509,8777,16195,15845,9824,0,1,1,5119,9427,5124,3952,5,2684
2,4665,4,11876,4371,7269,0,5065,2949,4494,12605,17631,18482,8758,0,1,1,10459,9330,5123,5845,10,2683
6,4777,10,11938,4876,2361,835,3210,4395,167,6465,15913,14659,3990,0,1,1,7429,8440,5125,3952,10,2685
6,5084,4,11766,3335,3170,668,2947,2680,7308,9903,15430,15143,7913,0,1,1,5868,8985,15345,3952,2,8042
2,4640,10,11308,3628,3230,724,626,1553,15538,4399,1333,1434,2150,0,1,0,3092,50,14302,3054,10,7389
7,4566,9,11553,3221,3200,7351,5342,4072,9067,9298,14929,14051,5080,0,1,1,6364,7613,15345,3952,0,8042
6,2049,2,6044,2462,1388,191,4151,1120,10728,2245,15904,17175,18275,0,1,1,3593,7915,11858,3987,9,6163
6,2211,5,8113,694,5488,823,1108,2751,1523,10244,19137,18173,18684,0,1,1,4347,8864,11851,3987,3,6161
1,1808,0,7257,1004,5739,7351,2261,1016,16051,15857,19253,18091,18730,0,1,1,4347,8808,15345,3987,0,8042
6,1540,5,11938,1120,5944,0,3096,2609,3057,15857,19107,18232,18722,0,1,1,9034,8846,11853,3987,10,6161
5,3163,7,7027,4876,4577,7351,2583,2649,4890,3008,16274,14953,18097,0,1,1,4347,5172,15345,3987,9,8042
6,1961,10,11938,1865,3086,3221,4832,4199,16051,3256,5436,18482,4134,0,1,1,3593,9427,15345,3987,4,8042
6,4815,10,9855,1986,3489,754,4766,4556,7565,15857,19253,10013,2643,0,1,1,3593,7193,11850,3987,3,6161
3,1738,10,6099,1258,7269,0,5598,1723,7652,15857,17742,17388,17801,0,1,1,5274,7869,11848,3987,0,6161
1,720,5,3932,4876,7269,0,4258,1761,601,15857,11884,10851,18785,0,1,1,3861,3548,11849,3987,0,6161
8,4185,10,7859,905,1404,354,4317,2695,9102,7697,17278,18482,18436,2,1,1,6986,6828,2336,736,9,1216
4,1508,10,5897,262,5698,7351,2714,703,12360,8826,18049,18205,18606,0,1,1,164,9162,508,5845,8,325
4,3544,2,10492,193,7269,69,2317,2380,6484,10578,5801,5298,18785,0,0,0,141,1169,513,4957,8,325
2,3939,1,10468,4876,7269,0,119,4923,2402,8869,15159,16187,17300,0,1,1,164,7627,511,156,0,325
3,1285,9,5077,4876,7269,7351,1977,1543,11366,13332,19189,18363,18692,0,1,1,141,9427,515,156,0,325
7,4191,8,9019,309,3282,0,372,4923,5857,9185,19253,18402,18641,0,1,1,141,9292,512,5845,2,325
0,2892,10,7922,4876,4384,0,1785,1392,12711,13594,18759,17725,18785,0,1,1,150,8578,516,156,9,325
0,2615,0,11938,262,4951,0,2364,395,649,13393,18596,17684,18785,0,1,1,7946,8712,514,156,10,325
1,5152,10,8386,1271,6167,0,2487,1606,7686,15857,11546,18482,14605,0,1,1,164,6409,509,156,5,325
0,701,10,2994,434,7269,2005,2126,4923,178,7548,16903,14206,18393,0,1,1,99,7076,510,4911,10,325
3,2653,6,4105,2919,4720,545,5598,3476,968,4201,15272,16613,18231,0,0,1,3285,7789,11712,5845,9,6078
4,3976,10,8618,3116,3031,1517,5292,2510,11932,15857,6536,11299,17092,0,0,1,4246,4379,9731,4688,9,5041
3,2300,9,4441,2164,3897,7351,5424,2153,1128,5203,16077,17431,18196,0,1,1,4246,9427,3895,4688,8,2022
4,2743,10,4993,1486,2854,1565,5598,1746,4621,15857,11682,14559,16157,2,0,1,930,7548,1290,4688,3,722
2,2258,10,4874,4876,3803,2952,2875,2578,1008,15229,5357,6046,16419,0,1,1,4246,894,14061,5845,0,7258
2,3396,0,8288,4876,4159,0,5015,4587,12422,817,4936,5932,15678,0,0,0,10459,1151,14062,1613,3,7259
9,2655,7,10633,1865,1133,47,1338,837,8435,8003,10910,13854,13095,2,1,1,1668,6025,10720,5845,3,5564
1,3384,10,9256,4876,4527,1890,5598,2011,12154,15766,10266,12062,14272,0,0,1,1524,4709,11773,4688,2,6127
0,3119,8,7190,4170,4068,972,5212,4923,1740,11394,14762,14197,15831,0,0,0,10459,7876,14060,3372,2,7257
3,3247,9,7363,316,1383,96,2341,2290,4942,10715,11859,12460,15658,0,1,0,1386,6076,15345,3900,3,8042
3,1611,7,7369,339,4720,7351,3635,4923,4018,15857,19113,18277,18762,0,1,1,323,9042,7642,2514,8,3992
6,4929,0,10631,703,779,1126,1350,4045,16051,13733,19163,18301,18390,0,1,1,8772,9382,7635,2514,3,3991
3,5152,0,7881,978,4358,0,5397,4923,10493,7357,18377,17249,18414,0,1,1,324,7904,7633,5845,0,3991
8,4031,1,9721,350,1757,1050,3210,4195,8238,10483,18284,16653,18181,0,1,1,8771,8484,7638,2514,10,3991
9,4389,4,9632,2435,7269,7351,2523,4383,8239,10067,19049,18162,18785,0,1,1,10459,9188,7640,2514,8,3991
5,4984,10,10551,2327,533,7351,5598,3004,10687,11059,18405,17287,16423,0,1,1,10459,9261,7637,2514,10,3991
5,4244,7,10034,1565,1758,7351,2840,4161,12010,7581,18334,17315,17213,0,1,1,383,9334,7634,2514,6,3991
2,3030,10,10035,463,2016,0,4694,1389,13152,8890,16386,16072,15106,0,1,1,9243,8109,7636,2514,3,3991
5,1822,0,5333,1112,7269,7351,2151,837,10448,6827,17927,17109,18161,0,1,1,4550,9427,7639,2514,8,3991
3,2444,10,11938,4229,2197,87,4506,2230,13659,10250,6328,6733,16726,0,1,0,3930,9427,15345,3672,3,8042
2,5152,0,9521,3777,7269,141,1697,1870,14511,8202,9489,13274,18785,0,1,1,4041,5746,3789,1250,8,1973
1,3295,1,9816,4579,4442,0,872,1742,1745,5184,15253,13715,17269,0,1,1,4183,9427,15345,1614,2,8042
7,3187,10,7000,3221,2415,0,4492,2373,16051,10494,4071,2236,13667,0,0,0,3930,78,15345,781,5,8042
8,3146,1,8369,4876,1179,3255,4342,1890,5689,3601,16706,16565,18785,0,0,0,9656,9427,3797,557,10,1971
