Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,Comments,Album_type,Licensed,official_video,Album,Title,Channel,Composer,Artist
0,825,11,402,1486,6448,7230,1010,626,12847,5078,16751,17558,17399,8642,1,1,1,10111,14755,5845,0,96
0,1105,11,547,1617,6400,7263,1316,1776,8650,8196,16751,17558,12496,8642,1,1,1,8642,14755,4956,2,11
1,167,9,232,2248,6466,5048,976,1487,12526,12165,1502,1557,1488,59,0,1,1,9812,15345,3400,9,13
0,726,7,940,2903,6460,7222,2358,146,12183,8653,3439,3075,4901,7090,0,0,0,8323,14752,5845,8,67
0,1083,7,507,1806,6391,5048,3897,2941,11653,8653,16751,17559,2183,7090,1,1,1,7488,14755,4956,0,30
0,759,4,1322,654,6255,7230,2004,135,497,8653,15120,2417,3063,167,1,0,0,8977,11436,3270,0,78
0,929,0,762,827,6435,5048,1240,268,13460,5423,2278,2538,13972,212,1,1,1,8642,14754,4956,3,4
1,530,1,345,1495,6460,7118,1355,653,7236,10373,2299,2558,8768,260,1,1,1,10455,14753,4956,6,15
2,4038,9,8429,2903,4608,0,4052,3873,993,2424,1795,3379,5170,546,1,1,1,10247,15207,5709,0,77
4,3094,8,9856,414,3112,5048,1980,2328,11510,12077,1569,1493,12347,58,0,0,0,8442,13736,5845,2,63
4,3553,12,6793,685,5217,5048,2551,1225,12926,10394,6589,5219,13972,7090,0,1,0,8442,13735,5845,0,90
1,3375,12,9550,1196,4623,0,1656,1630,12397,9243,13676,14283,8698,3494,1,1,1,596,13731,4590,0,81
0,3553,12,8916,2903,4623,0,1792,2941,12457,9580,13676,11202,5769,3494,0,1,1,10455,13731,5845,0,28
4,3026,3,10293,928,1478,5048,2292,3267,8650,13989,10839,8098,13972,2573,0,1,1,8442,15345,4590,0,9
0,1913,9,7506,426,3650,0,770,1955,3684,12648,10062,6456,8880,7090,0,1,1,8441,13737,5845,2,59
3,3734,11,10558,608,2548,0,4056,1841,8650,8352,9943,6652,5707,7090,1,1,1,596,13732,4590,0,52
3,1934,2,8137,366,6125,0,2126,1005,683,8653,6653,6477,1913,2201,1,1,1,4291,13733,4590,0,24
2,3553,9,10433,948,1935,0,2637,2941,7111,9601,15120,10552,5497,4840,1,1,1,4789,13734,4590,9,11
1,1542,2,4133,858,4623,0,3067,1798,8650,14939,2366,2232,14717,7090,0,1,1,10455,9787,3253,8,70
0,3586,2,7106,691,4825,0,2889,2051,14498,10849,11010,8510,12790,1331,1,0,1,2118,9785,3253,0,32
2,1564,11,5848,1393,6187,161,4886,2941,11780,9716,15120,11794,12333,7090,1,1,1,6042,9784,3253,9,85
0,4097,0,9160,387,4099,5048,4897,2019,2115,11289,10492,8314,10287,1965,0,0,1,10455,10899,3253,0,96
1,1542,11,5848,272,5630,0,3897,2670,1248,5293,13440,14283,13363,4300,1,1,1,10455,11462,1125,6,96
2,2057,0,5129,256,4623,0,2053,3064,13264,7812,15120,11484,9588,3382,0,1,1,5995,9786,3253,7,62
3,1620,2,3178,250,4168,404,1846,1041,549,9369,5269,6302,2330,1796,0,0,1,7894,15345,3253,5,12
3,1991,8,3044,268,4623,20,2551,1803,15002,10155,5778,14283,4976,7090,0,1,1,6403,15345,3253,3,11
4,3094,2,5848,264,4699,0,3458,3386,679,7756,12441,11484,13972,3382,1,1,1,10455,15345,5845,9,5
1,2159,1,7442,275,3445,0,4833,856,13022,13856,1640,1554,10206,39,1,0,0,9440,4546,4836,2,96
2,3553,8,9863,2903,4623,0,3897,818,7754,14629,4372,4542,9554,463,1,1,1,3473,15345,1524,10,77
1,2096,1,5848,256,5458,0,4786,432,13066,15179,16784,15598,6455,7400,1,1,1,9440,4548,1524,0,19
2,4097,8,10150,251,1023,0,3400,2831,8650,12980,15284,14934,6575,5950,1,1,1,431,15345,1524,2,78
1,1917,11,5848,264,3062,977,1846,924,11696,8653,10747,9331,8226,2949,0,0,0,10108,14743,293,0,39
0,2840,12,6703,769,4406,73,3897,982,12546,15676,13059,12410,7255,4888,1,1,1,8579,4545,1524,0,47
1,3794,11,9190,289,2773,0,4736,2659,3575,12076,15120,9803,13972,2317,1,1,1,9440,4550,1524,2,2
1,4253,10,8179,1501,1031,285,1980,1210,12126,15530,4075,5490,976,996,0,1,1,9611,4549,1524,5,96
0,2371,12,4335,434,5380,0,3733,1174,12618,15613,11958,10281,3538,3177,1,1,1,10455,4547,1524,8,11
0,2602,1,5550,808,4623,0,3013,1487,887,10097,3530,2627,14979,468,0,0,0,2795,14233,5845,10,96
8,4345,10,8695,2504,4623,0,1792,4850,4110,4147,17361,15193,12317,6091,1,1,1,8515,885,282,10,96
8,1803,9,5443,581,5463,0,830,3993,8650,12865,16420,14187,13511,5891,1,1,1,5183,888,282,6,11
9,3446,4,5848,2323,3952,0,3739,4685,4921,4769,14143,10924,5380,3129,1,1,1,10455,889,282,3,3
3,4483,9,5848,2363,4623,0,1060,3503,4078,8752,15120,2315,3159,528,0,1,1,1890,2905,4175,8,96
7,4321,8,9683,837,3921,1161,742,4409,8650,5505,10702,7813,4511,1391,1,0,1,5168,887,280,8,23
4,2749,0,9327,313,5449,5048,2536,3097,1697,4798,15120,11721,13972,7090,1,1,1,5168,892,282,6,13
4,3073,9,7872,316,3811,0,493,1685,4140,11981,11193,14283,5440,2117,1,0,1,5222,886,280,0,21
9,3141,8,7985,391,3286,74,666,3236,6785,6067,15120,6883,2899,1542,1,0,1,10455,891,280,9,36
9,3915,0,10656,764,4160,0,499,4874,10145,5131,14339,13139,8739,5182,1,1,1,4953,890,280,5,82
0,3110,2,3427,418,4623,0,4889,2166,12965,8653,10654,11023,17538,7090,0,1,1,7873,5526,2183,0,96
4,4703,11,7287,3052,839,2199,4273,2761,8371,6496,10306,9481,2711,4816,1,1,1,3452,15345,5845,10,52
0,3388,2,6169,274,2594,5048,5070,2457,12882,7957,6883,6845,1799,1839,1,1,1,4307,5449,5360,3,66
1,3553,1,3938,3256,5002,0,3897,1635,8650,8653,7821,8607,1125,3624,1,1,1,6810,4926,5360,10,23
2,4531,1,5848,2680,4885,0,3897,2941,1915,8653,7821,8607,1138,3624,1,1,1,3452,4926,5845,2,17
1,1991,9,3295,239,4156,0,3897,3584,12518,4135,2609,2685,905,443,1,1,1,10455,6510,5360,3,90
7,4153,0,4720,3560,2904,4137,4591,4852,11921,2593,973,14283,1097,0,1,1,1,2564,15345,5845,10,77
0,2471,4,6933,230,2617,6649,3897,658,8650,10021,15120,14283,13972,7090,1,1,1,10455,10102,4964,2,10
2,3553,9,2619,426,6125,771,3268,2444,8526,10516,16162,14309,12844,6082,1,1,1,2414,3594,5845,0,45
9,1407,11,5670,1218,5054,713,486,3857,8650,3619,12400,7825,9838,1625,1,1,1,5671,3595,1175,6,77
4,2582,0,7825,463,3872,269,4079,2941,4266,8653,12400,7825,1622,1625,1,1,1,9713,3595,1175,8,73
5,1186,9,4800,662,4787,1070,4409,2343,12368,7754,16037,14283,9878,4872,1,1,1,5671,3592,1175,0,20
1,3553,9,1291,1362,4623,2014,2182,4697,15804,4615,9859,8264,13972,1354,1,1,1,2955,3590,1175,0,96
8,3810,10,8005,837,4623,63,257,4123,4087,6885,17254,13434,11400,5368,1,1,1,6460,3593,1175,8,96
1,1435,9,5010,245,5191,1372,3897,1465,709,7624,15174,11285,5695,3961,1,1,1,6768,3591,5845,2,27
6,1568,7,5701,2903,4416,232,1895,4269,14622,3712,3817,2473,3030,100,1,1,1,5671,15345,1175,5,77
7,1442,7,4997,2903,4761,1020,1873,4213,8042,3969,7512,5076,3937,505,1,0,1,5671,8572,5483,8,11
3,4483,9,8848,2363,2914,0,1060,3503,4078,8752,1930,2315,3159,7090,0,1,1,1890,2905,4175,8,32
0,3931,10,6358,1565,4192,1883,3897,1842,9872,2951,6376,4256,16050,424,1,1,1,10455,3349,1090,3,36
2,3553,0,5248,2903,5119,0,2880,2390,8946,1618,1118,14283,13972,7,1,1,1,1787,3352,1090,5,11
0,4033,6,5848,2903,5675,818,3862,3687,13753,1475,2310,1719,7284,79,1,1,1,1787,3350,1090,0,81
4,4370,11,5577,486,656,0,4133,2941,8933,11067,10051,7250,4456,2812,1,1,1,1787,3348,1090,0,96
0,3610,1,8044,1820,4867,5160,5062,3411,5115,2916,2563,2116,4862,150,1,1,1,10455,15345,1090,0,90
4,4353,2,5848,486,1368,0,3714,4371,8929,8612,10051,7250,2762,2812,0,1,1,1792,3348,1090,8,96
1,4015,7,6446,1786,5860,0,3021,2941,8650,3496,15120,14283,2419,7090,1,1,1,1787,3351,1090,5,33
1,3553,8,6063,1466,1394,0,4188,4866,8650,8653,2117,1437,1029,4,0,1,1,333,11493,1089,10,66
0,3553,9,5848,3409,1465,5048,4247,2941,15831,8597,4487,3378,805,644,0,0,0,9010,13464,4241,3,93
5,1163,11,3897,898,4991,516,3897,2941,8105,4170,10215,9600,17942,3190,1,0,0,2540,1615,965,10,78
4,876,11,2067,381,4356,5048,3129,3826,8272,3747,15120,14283,15069,3190,1,0,0,2539,1615,965,0,14
7,2639,12,2808,1770,3102,4203,833,2941,3798,11260,4668,4515,6524,1223,1,0,0,8335,1617,5845,9,96
4,2735,2,2275,1129,3849,1042,2321,4390,9594,8653,15120,1270,5242,23,1,0,0,8115,1610,4938,9,96
3,2445,4,5848,2903,5776,3502,3043,4190,8646,1315,15120,14283,13972,19,1,1,0,8115,1616,5796,3,77
2,1347,7,2464,260,3990,751,3452,4014,6589,898,15120,1010,13972,5,1,0,0,8115,1614,5547,9,54
1,3553,8,2463,283,4998,2239,4414,4409,6077,2149,1223,1094,1759,7,1,1,1,8115,1612,5845,10,73
6,1909,7,2726,1450,5643,0,2712,2941,6931,8653,4980,3947,1663,357,1,1,1,10455,1613,890,5,37
0,876,0,1547,581,5591,0,2728,2941,11783,1711,7613,7743,9139,2515,1,0,1,1172,15345,2169,0,73
3,2570,12,2269,333,5364,722,1980,4455,5108,4935,1986,14283,1527,18,1,1,1,8115,1611,890,5,94
7,4677,10,2294,804,2616,968,1873,4771,7343,7731,19101,18453,18095,7090,1,1,1,9910,11374,3821,3,77
6,4663,7,2269,2903,1799,1436,2612,4718,7650,6853,16499,15408,12938,8145,1,1,1,9910,11376,5845,8,73
3,2999,0,6636,149,4623,0,1290,2490,2673,10791,11925,11142,6254,5634,1,1,1,10455,11370,3821,3,90
6,3553,0,1792,2903,2576,673,2874,2931,7660,9720,10556,14283,3413,4870,1,1,1,9910,11377,3821,0,51
7,4281,0,2270,1303,2811,186,1400,4885,8407,7304,15120,9992,13972,3553,1,1,1,4006,15345,3821,2,37
5,4258,8,2156,1481,2331,1073,3520,4836,8088,5862,15120,8886,3267,2815,1,1,1,4006,11375,3821,9,55
7,1676,1,1445,192,5228,170,264,3818,4040,12722,9803,8627,3626,3361,1,1,1,4006,11371,3821,8,58
1,4336,11,10824,1029,2617,5048,785,2120,13696,5372,4704,9198,2279,5890,0,1,1,5305,15345,3821,0,53
3,3553,7,980,170,4623,0,2506,3060,2643,13642,11925,11142,2271,5634,1,1,1,3357,11370,3821,10,0
8,2939,8,1942,275,3179,1666,3458,4839,6515,8432,15120,3632,1958,683,1,1,1,9910,11372,3821,8,77
3,1135,12,1783,231,5471,3755,1021,2941,3377,13183,10457,8096,12033,2191,1,1,1,8873,3557,1167,3,96
2,1353,10,2991,514,5889,3238,1924,2453,11427,13969,10498,8292,7814,7090,1,1,1,5143,3554,1167,3,27
4,3553,7,2292,371,6343,0,3897,2941,316,9444,5196,4330,9145,7090,1,1,1,9770,831,1165,8,96
4,679,6,5848,1267,4623,1554,2393,2941,9403,11822,3531,2390,10242,79,1,1,0,9894,15345,1707,3,96
2,524,6,626,285,6128,5329,2199,1350,5629,12997,5202,3725,10069,381,1,1,1,9376,3555,1167,0,2
2,3553,3,1069,2903,6314,5048,3897,1090,8084,8653,5686,4838,4017,535,1,1,1,9111,3552,1167,2,96
3,567,10,1972,2903,6327,187,2521,1746,3349,11998,2663,2242,13972,77,1,0,0,9770,3558,3847,0,37
7,720,6,1366,2903,3658,3569,1166,3262,5860,12406,15120,3461,5451,7090,1,1,0,8795,3556,5644,10,96
0,766,0,1820,921,5291,2805,1816,1075,16034,5932,3804,2821,6951,163,1,0,0,9770,3553,3702,2,11
3,923,9,1986,1129,6172,1343,1873,2941,811,3272,1296,1132,4487,11,1,0,1,10455,3551,3065,3,78
5,3381,7,6271,1486,906,4077,1021,2941,2791,14838,14308,12755,14414,5342,1,1,0,1991,8208,1074,3,34
5,4038,10,5732,691,971,5048,3897,2627,10619,13877,1282,14283,12806,17,0,0,0,10455,8205,1680,8,54
7,4672,0,5848,921,1243,3495,1792,4883,13519,4478,15120,14283,8394,43,0,0,0,1880,8206,5845,0,58
8,3536,0,3989,1967,3338,952,2004,3138,8111,14915,8716,7617,9345,3249,0,0,1,6129,15345,1369,3,66
5,3553,12,5260,2903,566,285,2565,2469,10616,15273,1282,1215,6874,17,1,0,0,10455,8205,1680,0,90
8,2961,7,5142,1638,1391,3549,2383,4783,11375,10542,2428,14283,7267,83,1,0,0,1991,867,1011,8,87
2,4675,11,6058,3377,1274,5048,428,4621,12842,13441,6103,8375,5160,7090,1,0,0,4910,8207,2674,0,77
2,3553,4,7117,3308,4623,1567,516,4823,15458,11002,1455,1273,6258,22,1,0,1,4910,15345,966,3,36
7,4605,8,11349,3189,4623,5048,2949,3718,8650,4812,11314,14283,17497,2771,0,1,1,7197,8735,903,5,59
4,4681,12,10723,3690,514,3797,3831,4676,10161,1663,1854,1406,3902,29,0,1,1,9184,8733,5457,9,88
7,4658,12,9643,1428,637,3305,3897,4258,9300,2906,1128,937,762,5,0,1,1,8362,8734,1688,8,91
5,3553,7,10246,294,4623,1726,4929,4586,9518,8653,15120,2680,5363,65,1,1,1,10455,8732,3149,3,3
7,4133,12,7354,533,4623,1834,936,1120,8650,6700,1937,2348,1549,97,0,1,1,10019,710,225,0,79
9,2982,9,5848,1000,2043,4778,3877,3700,10548,3138,3572,3539,5414,182,0,1,1,7828,12124,3061,8,96
4,4465,1,10551,289,1529,4847,4435,4612,9537,6782,3330,2517,13972,75,0,1,1,5245,8736,5457,2,96
7,4204,6,9589,289,1556,220,2338,3060,8506,5376,1890,1848,13972,68,0,1,1,3701,5025,1677,2,63
9,4218,9,5848,2927,4623,5048,1331,4874,9552,8653,4900,3890,1499,7090,0,1,1,7936,1420,471,8,78
6,4739,7,9804,1013,1233,4966,3559,3555,9549,2323,1253,1327,723,50,0,1,1,1182,3485,1143,8,32
5,994,3,1775,2903,6057,116,4457,3203,8650,2511,3679,2309,13972,0,1,0,1,960,11162,3718,4,77
2,3553,2,1163,4188,6094,0,4049,3811,8650,247,2694,1324,6393,7090,1,0,1,5819,11064,3718,10,14
3,580,10,1506,2482,4473,0,1714,4632,16011,967,6955,3371,13972,7090,1,0,0,7920,11161,2560,8,32
7,222,0,323,648,6381,4920,2721,2680,4470,283,1713,982,7702,7090,1,0,1,10455,11065,3718,0,96
9,275,9,5848,3118,4623,0,3897,3988,8952,219,6531,2263,13972,0,1,1,0,7920,1375,5602,4,96
5,1542,2,1233,1535,4214,1694,3512,3391,2306,306,5035,1858,4941,0,1,0,0,7920,15345,5602,5,59
9,559,6,1259,2123,5679,5048,1218,4803,12134,479,15120,14283,6164,7090,1,0,1,6415,15345,3718,8,10
9,813,4,247,2903,4738,1085,1846,2724,1486,8653,6140,2628,4702,7090,1,0,0,10455,2093,5602,2,96
8,1178,4,1981,2394,5308,0,4430,4420,2122,507,5637,1838,13972,0,1,0,0,7361,15345,5602,3,32
9,3553,8,1281,2183,5605,0,1236,4403,8650,282,15120,1078,13972,0,1,1,1,8710,5186,3719,0,39
2,3553,11,8980,220,1763,5048,2216,582,11496,15648,13206,14283,13972,4540,1,1,1,1935,20,2798,10,40
1,4652,7,11169,2351,1575,0,4989,2777,13670,495,2964,2396,6079,8,1,1,1,6975,4055,3028,2,14
3,4677,0,11157,1112,126,3010,5029,1755,10850,15338,10958,7330,7597,1657,1,1,1,1935,5752,2798,3,73
1,2586,11,7731,342,559,0,3897,752,8650,8653,15120,9936,13972,7090,0,1,1,5683,8598,2798,0,96
1,2805,7,6488,289,1787,0,4666,1026,12659,13628,6903,5768,4592,726,1,1,1,6699,15345,2798,10,26
0,3553,7,7205,2444,1272,760,2506,1435,13151,1586,14178,14283,4147,4211,1,1,1,6699,15232,2798,9,96
0,4349,0,8664,1095,1274,0,3897,2571,15903,12508,4966,3649,5023,281,1,1,1,6699,15345,2798,8,47
1,4739,0,10831,3647,1232,369,3897,1728,13608,12531,5737,4990,4980,391,1,1,1,6975,0,5845,10,11
1,3553,0,8624,703,1439,0,3757,1075,8650,8653,7169,7422,2671,2184,0,1,1,8274,11766,2798,3,96
3,2067,11,8184,201,1471,0,1530,774,11459,15108,13206,11731,4548,4540,1,1,1,9338,20,5845,8,43
0,1544,2,5848,468,5700,982,2004,2201,10481,15158,15878,14283,8068,7112,1,1,1,477,591,4179,0,29
9,3553,7,8507,1454,2895,1641,1349,4258,4553,9501,15120,14283,1419,6372,1,1,1,9595,14246,1150,4,23
6,4721,7,5848,2903,3672,5048,3705,3764,2702,13999,17949,16629,6674,7281,1,1,1,10455,2688,4179,10,70
1,3553,0,2220,2903,5795,5048,2106,777,9816,14901,15120,14405,13972,4726,0,1,1,7589,11881,5845,9,90
2,1744,9,4415,309,6175,4534,1544,795,12041,14867,9716,14283,1182,5380,0,1,1,9595,12678,1150,8,78
0,3553,1,5848,2478,3351,309,3897,2603,13408,15097,16192,15608,5146,6986,1,1,1,477,592,4179,0,58
6,3553,6,7983,493,3435,0,3122,2029,6815,10320,1604,1278,4582,7090,0,1,1,10455,10106,0,4,96
3,3369,2,4216,1303,4325,4374,2648,826,3883,15066,16254,15592,4863,5955,0,1,1,1457,2063,4179,8,96
9,4085,8,6180,4055,4025,6050,3897,4002,10544,9021,18342,14283,4556,7739,0,1,1,2378,14921,5013,10,71
5,2593,0,3001,685,5063,2119,1412,3362,3124,12588,16656,13613,8587,7265,1,1,1,10404,15345,179,7,43
1,1369,0,1220,745,6066,3079,2612,3060,14072,11018,7550,4783,4151,821,1,1,1,7755,558,498,2,28
3,2342,2,5848,2903,4441,2923,3897,2941,9134,11603,15120,7080,5121,300,1,0,0,7755,15345,5129,3,62
2,3649,2,7109,587,5671,1118,3897,2867,6617,15123,15120,3005,8061,7090,1,1,1,2560,9924,179,2,63
2,699,2,5848,2903,5410,892,1617,1435,7382,11676,9253,8069,6791,3484,1,0,0,10130,559,5764,5,4
5,2382,0,1824,522,4623,5048,3897,3313,7751,8143,8743,5187,13972,1085,1,0,0,7755,15345,4935,3,59
3,2771,2,5663,329,6054,746,3897,4343,4530,10999,15120,14283,7389,6186,1,0,0,2560,390,3634,0,47
6,827,2,347,1176,4817,1930,3897,3079,8650,11973,6355,14283,13972,12,1,0,0,10130,557,143,3,46
1,3553,1,1765,434,5245,428,1792,2941,8650,2023,10783,14283,2871,2998,1,0,1,1098,556,3426,0,55
2,3553,3,5848,2903,3538,1996,473,4820,14353,6098,2344,1513,851,77,1,0,0,5218,14291,454,5,47
2,2786,6,7965,3256,4998,62,724,2941,8650,1488,2108,14283,746,11,1,1,1,10455,11265,5845,3,69
4,4627,2,9771,3770,3960,1964,700,4241,7029,10661,3365,1935,790,132,1,0,1,6904,8095,1594,5,96
3,2552,10,5848,2511,3570,0,271,4884,15769,904,967,947,666,0,1,1,1,5218,9326,2652,8,15
8,2695,6,5848,975,5495,5048,450,4901,8650,2674,1499,1223,695,12,1,1,1,2753,11906,2652,1,58
3,2530,6,4390,1694,2680,2618,1156,4878,15716,5327,1248,1079,668,0,1,1,1,5218,10513,2652,8,90
3,3553,7,6938,3459,4163,5048,1062,4409,15124,8482,1614,1244,640,1,1,1,1,7238,11264,2652,2,95
2,3158,11,7624,3326,4830,143,573,4852,14927,1963,1052,993,608,2,1,1,1,7238,2925,5845,2,17
4,3603,3,5889,2990,4623,1366,1258,4668,7386,7539,957,949,642,0,1,1,1,5218,10060,2652,0,28
8,3553,2,4616,3549,4623,0,2241,2941,8650,8653,15120,3395,4937,0,1,1,1,10455,15345,4424,8,73
1,3553,0,221,2903,6274,3097,1924,379,1243,547,13488,4792,5744,0,1,1,1,964,11490,4424,0,1
2,538,0,283,2903,6187,5048,1083,3112,8473,8653,6034,1946,5291,0,1,1,1,964,14024,4424,2,66
8,4613,4,7436,1903,2545,1176,729,2649,10168,977,18371,14251,7490,0,1,1,1,90,10584,4424,6,14
7,4119,4,8363,3797,2695,5048,4397,2373,10134,7353,15120,14283,3356,0,0,1,1,8779,4660,4424,5,59
9,981,7,2511,1911,5291,0,279,3150,6869,251,4533,1562,2397,0,1,1,1,9033,13657,4424,4,79
6,1108,1,1899,268,6250,2257,1846,826,5341,970,13488,4792,4706,0,1,1,1,9033,11490,4424,2,2
8,2023,11,6242,4032,5069,0,2216,2312,12940,8653,5254,2176,2296,0,1,1,1,10455,15345,4424,0,26
7,4461,7,9497,3850,2171,0,3897,3047,10163,8653,11290,4729,3749,0,1,1,1,3365,972,4424,3,33
7,1173,4,3545,2110,4409,0,1873,2986,8650,513,13180,14283,1755,0,1,1,1,10455,5677,4424,4,34
5,3553,0,7242,371,3159,0,1187,4817,3419,8653,15120,10885,11605,2935,1,1,1,10455,7857,2587,9,71
3,3553,7,5029,292,2094,5048,1873,2941,8650,13098,15850,12521,11659,4759,1,1,1,2453,7853,2587,9,1
5,2614,7,6364,170,3719,0,2053,2071,8650,12512,16077,12662,9836,4907,1,1,1,2870,15345,2587,9,96
7,3553,11,6705,1237,4104,0,930,4128,1689,5997,2931,1407,6646,7090,1,0,0,1948,15345,5845,3,2
6,3734,0,8113,691,4623,0,2292,3944,8650,5099,8335,5843,5141,202,1,1,1,1948,7547,5845,8,85
2,3714,2,5848,785,4995,0,1146,4146,1482,2488,1962,1490,6869,10,1,1,1,165,15345,5845,2,96
7,3891,0,9086,1652,4515,0,3897,4685,5094,8653,15120,6249,4514,660,1,1,1,1948,7854,2587,2,90
2,3271,7,8807,553,3011,0,3757,4310,14261,2307,9207,6462,3895,1285,1,1,1,7832,7856,2587,8,37
4,2700,2,7235,2903,2695,737,3897,4308,4872,3828,12003,8025,4940,1830,1,1,1,1948,7855,2587,2,85
4,1714,12,4502,910,4623,6536,2393,1167,775,14745,15151,13898,15861,6992,1,1,1,5674,9015,2952,3,79
4,4281,9,4839,391,1627,5048,3897,3993,7511,14231,14618,12302,13972,6184,1,1,1,1329,9016,2952,6,55
8,2708,10,1640,2019,4296,6928,822,1556,11516,13861,13474,11637,12478,5017,1,0,0,3910,15345,5658,8,78
6,1178,9,2889,289,1305,6936,946,306,6370,8653,13436,12511,12039,5643,1,1,1,5674,9010,2952,8,71
3,1725,4,1730,1375,4623,5525,827,4160,14660,15606,10321,7719,8183,2582,1,1,1,6988,9013,2952,6,51
8,2413,12,1331,2903,892,5784,3043,3778,12250,14436,9925,7289,13972,1736,1,1,1,6988,9012,2952,2,77
6,3553,8,5848,1283,1688,6150,3897,4569,1586,14503,8527,6306,6048,1335,1,1,1,1329,9014,5845,2,96
8,2371,4,2331,1263,2621,5230,1046,1771,3171,11087,15120,14283,5800,11,1,1,1,1329,1518,2951,8,63
5,2805,6,2575,260,1571,6959,620,2941,10844,15177,7064,5359,13972,1343,1,0,0,5674,9011,5738,3,34
3,1913,1,5848,326,913,6877,3897,2343,8650,15258,15120,4178,6077,591,1,0,1,5674,15139,2106,0,96
1,3553,7,1060,1283,6458,7185,1816,222,5110,1376,12529,13578,17219,5130,1,1,1,4984,14711,1931,9,58
0,684,11,826,1052,6452,7086,1054,990,15405,2354,15120,10205,12372,2239,1,1,0,4984,14713,3894,2,68
1,2562,11,4391,963,4623,6063,2106,4598,15855,1184,3665,3374,9502,7090,1,0,0,4984,14712,5845,10,73
5,1529,9,6297,2903,6278,5048,4432,4296,4912,448,3253,3606,6808,78,1,1,1,1662,5730,4943,3,67
7,1312,9,5222,426,5905,5048,1008,4862,5003,4532,3718,2742,7590,2,1,1,1,10455,7835,5845,3,51
0,1287,11,4619,362,6069,5551,2106,1341,158,799,3665,14283,7392,241,1,0,0,10455,14712,1354,10,11
2,1558,11,3814,245,5497,2385,2418,341,6105,8653,3008,2113,13972,0,1,1,1,4984,7382,4943,2,96
3,297,12,895,1594,6458,5048,1027,1162,11809,12407,3261,2430,6687,11,1,1,1,4984,15345,4943,8,11
2,264,3,175,2903,6460,7182,1792,1056,120,8653,2004,1634,13972,6,1,1,1,5025,7748,4943,0,2
1,3553,9,4495,381,2277,2991,1924,3791,9487,8653,3092,2852,15694,362,1,0,0,1058,10606,2861,0,59
0,1479,7,5848,1253,2222,4428,2495,626,8650,5484,7063,8440,13639,558,1,1,1,10455,8023,4886,0,96
7,3553,7,2906,434,2690,5396,3897,4482,9478,15075,1172,1192,10587,53,1,0,0,9976,15345,5845,8,13
1,1417,6,1416,615,4372,1532,950,2941,8466,10946,15120,1178,8590,29,1,0,0,10455,15345,2421,0,96
2,3825,11,6213,371,4623,5321,1479,2183,10301,11013,15120,5913,13972,190,1,1,1,1058,6387,4886,10,82
7,1795,2,5848,1406,2904,6210,3897,4831,5193,8653,1999,1518,1436,27,1,1,1,991,11262,3517,8,63
2,3252,7,5515,218,1220,6839,4210,1875,7673,8653,5451,4768,5190,416,1,1,1,10455,15345,5845,10,14
0,1652,4,4809,764,1543,3410,1032,2907,15048,13551,4892,4692,6797,219,1,1,1,1058,7840,4886,0,13
7,2079,12,2280,1754,4652,6144,1196,3517,2395,14336,8573,7691,7216,2682,1,0,1,9976,87,3447,10,36
9,1428,2,2067,2976,3221,4732,1685,3838,2068,8653,3443,3499,5364,297,1,1,1,991,1125,3517,8,24
0,206,0,333,0,6466,7226,1511,0,0,1910,2230,1734,3812,20,1,1,1,10455,11369,2525,3,11
0,534,7,217,1189,6454,7161,1685,2941,11148,1312,3965,3734,10995,439,1,0,0,6758,7678,5845,0,11
0,170,10,186,2903,6448,5048,1760,77,11596,13690,5895,5283,7153,7090,1,1,1,10455,7681,2482,2,45
0,797,0,317,858,6435,7217,2521,3640,8650,13733,15120,14283,7632,7090,1,0,0,6758,7682,4223,0,30
0,268,11,157,1025,4623,7236,1873,572,10960,6946,3084,14283,9189,214,1,0,0,6758,7679,1155,0,45
1,3553,1,357,2196,6448,7164,3897,218,11023,11984,15120,1804,1571,215,1,1,1,8730,7677,2526,8,95
0,295,9,210,910,6466,7181,2182,3171,307,1345,1862,1766,4096,165,1,1,1,10455,6020,2526,0,88
0,34,1,36,963,6445,7207,1949,386,492,11860,1754,1309,4292,10,1,1,1,5126,2951,2525,10,32
0,183,7,182,2903,6460,5048,2087,286,260,14817,1839,1343,13972,12,1,1,1,6758,13896,2525,3,78
2,81,2,189,1965,6474,7237,3897,719,7542,14668,1800,1350,7778,5,1,1,1,3667,10307,5845,9,88
2,3686,4,9123,1118,3872,0,4826,4734,8650,3714,15450,14601,16171,6453,1,1,1,4175,6440,2165,9,96
4,4470,11,2629,1604,2301,9,2943,2941,8035,10868,15450,14601,13888,6453,1,1,1,9535,15345,2165,0,43
0,4766,8,10303,3916,603,4466,530,4512,8650,3186,15450,14601,12245,7090,1,1,1,1028,15345,2165,3,29
8,2577,4,6601,1604,1506,4253,2740,2627,7427,5026,15450,14601,7611,7090,1,1,1,6808,6440,2165,2,59
0,3996,0,8899,858,1917,2028,822,3411,14574,5966,15450,14283,5537,7090,1,1,1,4175,6440,5845,0,55
3,4287,12,11184,2659,1441,1625,2648,4109,10048,9023,15450,14283,13972,6453,1,1,1,1028,6440,2165,8,50
2,4645,12,7664,1542,3267,1044,497,2071,8650,2152,15450,14601,2569,6453,1,1,1,3591,15345,5845,3,79
